Site,Ecosystem,Emirate,plot,depth (cm),section length (cm),total core length (cm), % loss on ignition (LOI), % total carbon (TC),% inorganic carbon (IC),% organic carbon (OC),% nitrogen (N),proportion TC,proportion IC,proportion OC,proportion N,dry bulk density (g/cm3),TC density (g/cm3),IC density (g/cm3),OC density (g/cm3),TC (g/cm2),IC (g/cm2),OC (g/cm2),TC (g/m2),IC    (g/m2),OC (g/m2),TC (Mg/ha),IC  (Mg/ha),OC (Mg/ha),notes,,
Sinnia,mangrove,Umm Al Quwain,2,15-30,15,,3.484,10.26,8.87,1.39,,0.103,0.089,0.014,,1.437,0.147,0.127,0.020,2.212,1.912,0.299,22116.5,19122.9,2993.6,221.17,191.23,29.94,,,
Sinnia,mangrove,Umm Al Quwain,2,30-50,15,,2.092,9.06,9.11,0.05,,0.091,0.091,0.000,,1.319,0.120,0.120,0.001,1.793,1.802,0.009,17932.1,18023.5,91.4,179.32,180.23,0.91,,,
Sinnia,mangrove,Umm Al Quwain,3,0-15,15,37,31.698,17.03,1.62,15.41,,0.170,0.016,0.154,,0.261,0.045,0.004,0.040,0.668,0.064,0.604,6678.9,637.1,6041.8,66.79,6.37,60.42,,,
Sinnia,mangrove,Umm Al Quwain,3,15-30,15,,6.627,9.95,7.89,2.06,,0.099,0.079,0.021,,0.778,0.077,0.061,0.016,1.161,0.921,0.240,11610.8,9208.7,2402.1,116.11,92.09,24.02,,,
Sinnia,mangrove,Umm Al Quwain,3,30-50,7,,2.736,8.93,7.89,1.04,,0.089,0.079,0.010,,1.675,0.150,0.132,0.017,1.047,0.925,0.121,10468.4,9253.7,1214.6,104.68,92.54,12.15,,,
Sinnia,mangrove,Umm Al Quwain,4,0-15,15,28,7.839,8.93,7.89,1.04,,0.089,0.079,0.010,,0.341,0.030,0.027,0.004,0.456,0.403,0.053,4563.5,4034.0,529.5,45.63,40.34,5.30,,,
Sinnia,mangrove,Umm Al Quwain,4,15-30,13,,2.859,10.28,9.52,0.76,,0.103,0.095,0.008,,1.401,0.144,0.133,0.011,1.872,1.733,0.139,18720.2,17334.9,1385.3,187.20,173.35,13.85,,,
Sinnia,mangrove,Umm Al Quwain,5,0-15,15,38,3.559,12.85,8.60,4.25,,0.129,0.086,0.043,,0.297,0.038,0.026,0.013,0.573,0.383,0.190,5729.7,3833.2,1896.5,57.30,38.33,18.97,,,
Sinnia,mangrove,Umm Al Quwain,5,15-30,15,,2.298,10.21,9.15,1.06,,0.102,0.091,0.011,,1.473,0.150,0.135,0.016,2.255,2.021,0.234,22552.4,20209.9,2342.5,225.52,202.10,23.43,,,
Sinnia,mangrove,Umm Al Quwain,5,30-50,8,,4.695,9.43,7.70,1.73,,0.094,0.077,0.017,,1.566,0.148,0.121,0.027,1.181,0.964,0.217,11811.2,9641.6,2169.6,118.11,96.42,21.70,,,
Sinnia,mangrove,Umm Al Quwain,6,0-15,15,33,8.050,10.44,6.42,4.01,,0.104,0.064,0.040,,0.756,0.079,0.049,0.030,1.184,0.729,0.456,11843.4,7288.2,4555.2,118.43,72.88,45.55,,,
Sinnia,mangrove,Umm Al Quwain,6,15-30,15,,4.097,9.71,7.10,2.61,,0.097,0.071,0.026,,1.082,0.105,0.077,0.028,1.576,1.152,0.424,15761.1,11524.6,4236.5,157.61,115.25,42.36,,,
Sinnia,mangrove,Umm Al Quwain,6,30-50,3,,4.097,9.71,7.10,2.61,,0.097,0.071,0.026,,1.082,0.105,0.077,0.028,0.315,0.230,0.085,3152.2,2304.9,847.3,31.52,23.05,8.47,,,
Umm Al Quwain,mangrove,Umm Al Quwain,1,0-15,15,37,4.337,4.28,2.94,1.34,,0.043,0.029,0.013,,1.383,0.059,0.041,0.019,0.888,0.610,0.278,8875.2,6095.7,2779.4,88.75,60.96,27.79,,,
Umm Al Quwain,mangrove,Umm Al Quwain,1,15-30,15,,3.024,9.01,8.28,0.73,,0.090,0.083,0.007,,1.589,0.143,0.132,0.012,2.148,1.974,0.174,21479.8,19740.0,1739.8,214.80,197.40,17.40,,,
Umm Al Quwain,mangrove,Umm Al Quwain,1,30-50,7,,3.024,9.01,8.28,0.73,,0.090,0.083,0.007,,1.589,0.143,0.132,0.012,1.002,0.921,0.081,10023.9,9212.0,811.9,100.24,92.12,8.12,,,
Umm Al Quwain,mangrove,Umm Al Quwain,2,0-15,15,27,2.922,9.45,8.97,0.48,,0.094,0.090,0.005,,1.030,0.097,0.092,0.005,1.460,1.386,0.073,14596.2,13861.5,734.7,145.96,138.61,7.35,,,
Umm Al Quwain,mangrove,Umm Al Quwain,2,15-30,12,,2.691,9.94,9.10,0.85,,0.099,0.091,0.008,,1.594,0.158,0.145,0.013,1.902,1.740,0.162,19015.1,17398.3,1616.7,190.15,173.98,16.17,,,
Umm Al Quwain,mangrove,Umm Al Quwain,3,0-15,15,48,4.132,8.92,5.85,3.07,,0.089,0.059,0.031,,1.284,0.115,0.075,0.039,1.719,1.127,0.592,17189.4,11272.7,5916.7,171.89,112.73,59.17,,,
Umm Al Quwain,mangrove,Umm Al Quwain,3,15-30,15,,2.086,8.55,4.63,3.92,,0.086,0.046,0.039,,1.776,0.152,0.082,0.070,2.279,1.233,1.045,22785.5,12334.0,10451.5,227.85,123.34,104.52,,,
Umm Al Quwain,mangrove,Umm Al Quwain,3,30-50,18,,11.841,1.33,0.12,1.21,,0.013,0.001,0.012,,1.638,0.022,0.002,0.020,0.392,0.036,0.357,3921.3,356.3,3565.1,39.21,3.56,35.65,,,
Umm Al Quwain,mangrove,Umm Al Quwain,4,0-15,15,63,4.437,9.34,8.72,0.62,,0.093,0.087,0.006,,1.106,0.103,0.096,0.007,1.550,1.446,0.104,15499.7,14463.8,1035.9,155.00,144.64,10.36,,,
Umm Al Quwain,mangrove,Umm Al Quwain,4,15-30,15,,3.699,9.36,7.65,1.71,,0.094,0.077,0.017,,1.741,0.163,0.133,0.030,2.446,1.999,0.447,24457.1,19986.3,4470.8,244.57,199.86,44.71,,,
Umm Al Quwain,mangrove,Umm Al Quwain,4,30-50,20,,1.968,7.19,6.29,0.90,,0.072,0.063,0.009,,1.957,0.141,0.123,0.018,2.814,2.464,0.350,28144.3,24640.3,3504.0,281.44,246.40,35.04,,,
Umm Al Quwain,mangrove,Umm Al Quwain,4,50-100,13,,2.101,6.70,5.55,1.15,,0.067,0.056,0.012,,1.312,0.088,0.073,0.015,1.144,0.947,0.197,11435.5,9470.1,1965.5,114.36,94.70,19.65,,,
Umm Al Quwain,mangrove,Umm Al Quwain,5,0-15,15,45,4.200,9.02,8.64,0.38,,0.090,0.086,0.004,,1.416,0.128,0.122,0.005,1.917,1.835,0.081,19166.6,18352.6,814.1,191.67,183.53,8.14,,,
Umm Al Quwain,mangrove,Umm Al Quwain,5,15-30,15,,4.226,8.83,8.30,0.53,,0.088,0.083,0.005,,1.741,0.154,0.145,0.009,2.306,2.168,0.138,23059.8,21683.0,1376.8,230.60,216.83,13.77,,,
Umm Al Quwain,mangrove,Umm Al Quwain,5,30-50,15,,6.751,5.52,3.03,2.49,,0.055,0.030,0.025,,0.879,0.049,0.027,0.022,0.728,0.399,0.329,7280.1,3992.7,3287.4,72.80,39.93,32.87,,,
Umm Al Quwain,mangrove,Umm Al Quwain,6,0-15,15,21,4.464,9.42,8.78,0.64,,0.094,0.088,0.006,,1.007,0.095,0.088,0.006,1.424,1.327,0.097,14240.1,13274.1,966.0,142.40,132.74,9.66,,,
Umm Al Quwain,mangrove,Umm Al Quwain,6,15-30,6,,2.571,9.82,8.91,0.91,,0.098,0.089,0.009,,1.681,0.165,0.150,0.015,0.991,0.899,0.092,9906.3,8988.8,917.5,99.06,89.89,9.17,,,
Ghurab N,seagrass,Abu Dhabi,1,0-2.5,2.5,9,3.233,10.60,10.36,0.24,,0.106,0.104,0.002,,1.325,0.140,0.137,0.003,0.351,0.343,0.008,3511.0,3431.4,79.7,35.11,34.31,0.80,,,
Ghurab N,seagrass,Abu Dhabi,1,2.5-5.5,3,,3.011,9.90,9.85,0.05,,0.099,0.099,0.000,,1.497,0.148,0.148,0.001,0.445,0.443,0.002,4446.6,4425.5,21.0,44.47,44.26,0.21,,,
Ghurab N,seagrass,Abu Dhabi,1,5.5-8.5,3,,2.883,10.64,10.45,0.19,,0.106,0.105,0.002,,1.476,0.157,0.154,0.003,0.471,0.463,0.008,4712.0,4627.9,84.1,47.12,46.28,0.84,,,
Ghurab NN,seagrass,Abu Dhabi,1,0-3.5,3.5,40,3.212,10.60,10.20,0.40,,0.106,0.102,0.004,,1.425,0.151,0.145,0.006,0.528,0.509,0.020,5283.6,5085.1,198.5,52.84,50.85,1.98,,,
Ghurab NN,seagrass,Abu Dhabi,1,3.5-6.5,3,,3.297,11.13,10.54,0.59,,0.111,0.105,0.006,,1.576,0.175,0.166,0.009,0.526,0.498,0.028,5261.5,4983.5,278.0,52.62,49.83,2.78,,,
Ghurab NN,seagrass,Abu Dhabi,1,6.5-9.9,3.4,,3.167,10.94,10.71,0.22,,0.109,0.107,0.002,,1.504,0.165,0.161,0.003,0.559,0.548,0.011,5593.2,5478.3,114.9,55.93,54.78,1.15,,,
Ghurab NN,seagrass,Abu Dhabi,1,9.5-15.5,6,,3.069,11.07,10.56,0.51,,0.111,0.106,0.005,,1.566,0.173,0.165,0.008,1.040,0.993,0.047,10401.0,9926.2,474.8,104.01,99.26,4.75,,,
Ghurab NN,seagrass,Abu Dhabi,1,15.5-18.5,3,,3.021,11.27,10.73,0.55,,0.113,0.107,0.005,,1.288,0.145,0.138,0.007,0.436,0.415,0.021,4357.3,4146.1,211.2,43.57,41.46,2.11,,,
Ghurab NN,seagrass,Abu Dhabi,1,18.5-27.5,9,,2.780,11.23,10.95,0.28,,0.112,0.109,0.003,,1.452,0.163,0.159,0.004,1.467,1.431,0.037,14673.5,14308.0,365.5,146.73,143.08,3.65,,,
Ghurab NN,seagrass,Abu Dhabi,1,27.5-30.5,3,,2.717,10.61,10.40,0.22,,0.106,0.104,0.002,,1.457,0.155,0.152,0.003,0.464,0.455,0.009,4640.7,4546.5,94.2,46.41,45.47,0.94,,,
Ghurab NN,seagrass,Abu Dhabi,1,30.5-36.5,6,,2.751,10.55,10.38,0.17,,0.106,0.104,0.002,,1.611,0.170,0.167,0.003,1.020,1.004,0.016,10200.1,10037.8,162.3,102.00,100.38,1.62,,,
Ghurab NN,seagrass,Abu Dhabi,1,36.5-39.5,3,,2.735,10.65,10.42,0.23,,0.106,0.104,0.002,,1.534,0.163,0.160,0.004,0.490,0.479,0.011,4901.0,4793.6,107.5,49.01,47.94,1.07,,,
Ghurab NN,seagrass,Abu Dhabi,2,0-2.5,2.5,30,3.234,11.13,10.22,0.92,,0.111,0.102,0.009,,1.502,0.167,0.153,0.014,0.418,0.384,0.034,4181.1,3837.1,343.9,41.81,38.37,3.44,,,
Ghurab NN,seagrass,Abu Dhabi,2,2.5-5.5,3,,5.501,11.13,10.35,0.77,,0.111,0.104,0.008,,1.377,0.153,0.143,0.011,0.460,0.428,0.032,4595.2,4275.9,319.3,45.95,42.76,3.19,,,
Ghurab NN,seagrass,Abu Dhabi,2,5.5-8.5,3,,3.107,11.33,10.82,0.51,,0.113,0.108,0.005,,1.435,0.162,0.155,0.007,0.487,0.466,0.022,4874.9,4657.2,217.7,48.75,46.57,2.18,,,
Ghurab NN,seagrass,Abu Dhabi,2,8.5-11.5,3,,3.351,11.14,10.87,0.27,,0.111,0.109,0.003,,1.281,0.143,0.139,0.003,0.428,0.418,0.010,4282.9,4179.7,103.2,42.83,41.80,1.03,,,
Ghurab NN,seagrass,Abu Dhabi,2,11.5-14.5,3,,2.805,10.97,10.87,0.09,,0.110,0.109,0.001,,1.494,0.164,0.162,0.001,0.492,0.487,0.004,4915.9,4874.5,41.4,49.16,48.74,0.41,,,
Ghurab NN,seagrass,Abu Dhabi,2,14.5-22,7.5,,2.783,11.56,10.55,1.01,,0.116,0.106,0.010,,1.409,0.163,0.149,0.014,1.222,1.115,0.107,12222.8,11151.9,1070.9,122.23,111.52,10.71,,,
Ghurab NN,seagrass,Abu Dhabi,2,22-26.5,4.5,,2.677,10.86,10.76,0.10,,0.109,0.108,0.001,,1.564,0.170,0.168,0.002,0.764,0.757,0.007,7641.2,7573.5,67.7,76.41,75.74,0.68,,,
Ghurab NN,seagrass,Abu Dhabi,2,2.5-29.5,27,,2.749,10.50,10.28,0.22,,0.105,0.103,0.002,,1.516,0.159,0.156,0.003,4.299,4.210,0.089,42985.3,42098.3,887.0,429.85,420.98,8.87,,,
Ghurab NE,seagrass,Abu Dhabi,1,0-3.5,3.5,22,3.186,11.07,10.69,0.38,,0.111,0.107,0.004,,1.383,0.153,0.148,0.005,0.536,0.517,0.018,5357.9,5173.9,184.0,53.58,51.74,1.84,,,
Ghurab NE,seagrass,Abu Dhabi,1,3.5-6.5,3,,3.254,11.57,10.47,1.11,,0.116,0.105,0.011,,1.364,0.158,0.143,0.015,0.474,0.428,0.045,4736.3,4284.0,452.3,47.36,42.84,4.52,,,
Ghurab NE,seagrass,Abu Dhabi,1,6.5-9.5,3,,3.154,11.44,10.87,0.57,,0.114,0.109,0.006,,1.417,0.162,0.154,0.008,0.486,0.462,0.024,4862.3,4620.1,242.2,48.62,46.20,2.42,,,
Ghurab NE,seagrass,Abu Dhabi,1,9.5-12.5,3,,3.038,11.27,10.92,0.35,,0.113,0.109,0.003,,1.431,0.161,0.156,0.005,0.484,0.469,0.015,4836.4,4686.2,150.2,48.36,46.86,1.50,,,
Ghurab NE,seagrass,Abu Dhabi,1,12.5-15.5,3,,2.973,11.26,11.14,0.12,,0.113,0.111,0.001,,1.457,0.164,0.162,0.002,0.492,0.487,0.005,4922.2,4870.7,51.6,49.22,48.71,0.52,,,
Ghurab NE,seagrass,Abu Dhabi,1,15.5-18.5,3,,2.886,11.78,11.03,0.75,,0.118,0.110,0.007,,1.404,0.165,0.155,0.011,0.496,0.465,0.032,4961.3,4645.4,315.9,49.61,46.45,3.16,,,
Ghurab NE,seagrass,Abu Dhabi,1,18.5-21.5,3,,2.908,11.81,10.65,1.16,,0.118,0.107,0.012,,1.483,0.175,0.158,0.017,0.526,0.474,0.052,5256.3,4738.2,518.1,52.56,47.38,5.18,,,
Ghurab NE,seagrass,Abu Dhabi,2,0-2.5,2.5,43,3.587,11.89,11.09,0.80,,0.119,0.111,0.008,,1.441,0.171,0.160,0.012,0.428,0.400,0.029,4284.6,3995.4,289.1,42.85,39.95,2.89,,,
Ghurab NE,seagrass,Abu Dhabi,2,2.5-5.5,3,,3.283,11.66,9.99,1.68,,0.117,0.100,0.017,,1.384,0.161,0.138,0.023,0.484,0.415,0.070,4844.9,4148.5,696.4,48.45,41.49,6.96,,,
Ghurab NE,seagrass,Abu Dhabi,2,5.5-8.5,3,,2.974,11.61,11.57,0.04,,0.116,0.116,0.000,,1.384,0.161,0.160,0.000,0.482,0.480,0.001,4818.2,4803.6,14.6,48.18,48.04,0.15,,,
Ghurab NE,seagrass,Abu Dhabi,2,8.5-11.5,3,,3.364,11.67,10.94,0.73,,0.117,0.109,0.007,,1.402,0.164,0.153,0.010,0.491,0.460,0.031,4911.0,4604.5,306.5,49.11,46.04,3.07,,,
Ghurab NE,seagrass,Abu Dhabi,2,11.5-14.5,3,,3.066,11.55,11.13,0.42,,0.115,0.111,0.004,,1.417,0.164,0.158,0.006,0.491,0.473,0.018,4906.9,4728.4,178.6,49.07,47.28,1.79,,,
Ghurab NE,seagrass,Abu Dhabi,2,14.5-22,7.5,,2.720,11.85,11.11,0.75,,0.119,0.111,0.007,,1.375,0.163,0.153,0.010,1.222,1.145,0.077,12220.3,11449.2,771.1,122.20,114.49,7.71,,,
Ghurab NE,seagrass,Abu Dhabi,2,22-31,9,,2.888,11.95,11.21,0.74,,0.120,0.112,0.007,,1.377,0.165,0.154,0.010,1.481,1.390,0.092,14814.8,13899.1,915.8,148.15,138.99,9.16,,,
Ghurab NE,seagrass,Abu Dhabi,2,31-43,12,,2.435,11.26,10.99,0.27,,0.113,0.110,0.003,,1.580,0.178,0.174,0.004,2.136,2.085,0.051,21361.6,20847.4,514.2,213.62,208.47,5.14,,,
Umm Al Hatam,seagrass,Abu Dhabi,1,0-2.5,2.5,88,3.538,11.98,11.08,0.90,,0.120,0.111,0.009,,1.265,0.152,0.140,0.011,0.379,0.350,0.029,3788.1,3502.7,285.4,37.88,35.03,2.85,,,
Umm Al Hatam,seagrass,Abu Dhabi,1,2.5-5.5,3,,3.622,11.91,11.13,0.78,,0.119,0.111,0.008,,1.275,0.152,0.142,0.010,0.456,0.426,0.030,4557.0,4260.2,296.7,45.57,42.60,2.97,,,
Umm Al Hatam,seagrass,Abu Dhabi,1,5.5-11.5,6,,4.015,11.86,10.43,1.43,,0.119,0.104,0.014,,1.221,0.145,0.127,0.018,0.869,0.764,0.105,8691.7,7640.9,1050.8,86.92,76.41,10.51,,,
Umm Al Hatam,seagrass,Abu Dhabi,1,11.5-17.5,6,,4.000,11.98,11.06,0.92,,0.120,0.111,0.009,,1.185,0.142,0.131,0.011,0.852,0.787,0.065,8518.8,7865.0,653.8,85.19,78.65,6.54,,,
Umm Al Hatam,seagrass,Abu Dhabi,1,17.5-22,4.5,,4.157,11.83,10.92,0.91,,0.118,0.109,0.009,,1.360,0.161,0.149,0.012,0.724,0.668,0.056,7242.3,6682.6,559.7,72.42,66.83,5.60,,,
Umm Al Hatam,seagrass,Abu Dhabi,1,22-28,6,,4.095,11.77,10.97,0.81,,0.118,0.110,0.008,,1.421,0.167,0.156,0.011,1.004,0.935,0.069,10035.6,9346.8,688.8,100.36,93.47,6.89,,,
Umm Al Hatam,seagrass,Abu Dhabi,1,28-34,6,,4.528,11.83,10.76,1.07,,0.118,0.108,0.011,,1.370,0.162,0.147,0.015,0.972,0.885,0.088,9722.7,8846.8,875.9,97.23,88.47,8.76,,,
Umm Al Hatam,seagrass,Abu Dhabi,1,34-40,6,,3.942,11.75,10.86,0.89,,0.117,0.109,0.009,,1.574,0.185,0.171,0.014,1.109,1.025,0.084,11091.5,10253.4,838.0,110.91,102.53,8.38,,,
Umm Al Hatam,seagrass,Abu Dhabi,1,40-46,6,,3.517,11.92,10.85,1.08,,0.119,0.108,0.011,,1.564,0.187,0.170,0.017,1.119,1.018,0.101,11190.5,10180.4,1010.1,111.90,101.80,10.10,,,
Umm Al Hatam,seagrass,Abu Dhabi,1,46-52,6,,3.630,11.92,10.90,1.02,,0.119,0.109,0.010,,1.591,0.190,0.173,0.016,1.138,1.041,0.097,11380.7,10407.8,973.0,113.81,104.08,9.73,,,
Umm Al Hatam,seagrass,Abu Dhabi,1,52-58,6,,3.531,11.75,10.92,0.83,,0.118,0.109,0.008,,1.524,0.179,0.166,0.013,1.074,0.999,0.076,10744.0,9985.9,758.1,107.44,99.86,7.58,,,
Umm Al Hatam,seagrass,Abu Dhabi,1,58-64,6,,4.019,11.71,11.13,0.58,,0.117,0.111,0.006,,1.614,0.189,0.180,0.009,1.134,1.078,0.056,11344.9,10783.3,561.7,113.45,107.83,5.62,,,
Umm Al Hatam,seagrass,Abu Dhabi,1,64-70,6,,3.499,11.84,10.98,0.86,,0.118,0.110,0.009,,1.550,0.184,0.170,0.013,1.102,1.021,0.080,11015.3,10211.5,803.8,110.15,102.12,8.04,,,
Umm Al Hatam,seagrass,Abu Dhabi,1,70-76,6,,,,,0.644,,,,0.006,,1.583,0.187,0.173,0.014,1.123,1.039,0.084,11230.1,10395.0,835.1,112.30,103.95,8.35,data from average of sections that are above and below,,
Umm Al Hatam,seagrass,Abu Dhabi,1,76-82,6,,3.624,11.80,10.91,0.89,,0.118,0.109,0.009,,1.616,0.191,0.176,0.014,1.144,1.058,0.087,11444.8,10578.4,866.4,114.45,105.78,8.66,,,
Umm Al Hatam,seagrass,Abu Dhabi,1,82-88,6,,3.820,11.82,10.92,0.89,,0.118,0.109,0.009,,1.404,0.166,0.153,0.013,0.996,0.920,0.075,9956.6,9204.5,752.1,99.57,92.05,7.52,,,
Umm Al Hatam,seagrass,Abu Dhabi,2,0-2.5,2.5,52,4.014,11.75,10.82,0.94,,0.118,0.108,0.009,,1.140,0.134,0.123,0.011,0.335,0.308,0.027,3349.6,3083.0,266.5,33.50,30.83,2.67,,,
Umm Al Hatam,seagrass,Abu Dhabi,2,2.5-5.5,3,,4.398,11.85,10.79,1.06,,0.118,0.108,0.011,,1.323,0.157,0.143,0.014,0.470,0.428,0.042,4703.2,4281.9,421.4,47.03,42.82,4.21,,,
Umm Al Hatam,seagrass,Abu Dhabi,2,5.5-8.5,3,,4.067,11.96,10.75,1.20,,0.120,0.108,0.012,,1.542,0.184,0.166,0.019,0.553,0.497,0.056,5530.6,4974.0,556.5,55.31,49.74,5.57,,,
Umm Al Hatam,seagrass,Abu Dhabi,2,8.5-11.5,3,,3.805,11.89,11.03,0.85,,0.119,0.110,0.009,,1.580,0.188,0.174,0.013,0.563,0.523,0.040,5634.1,5230.9,403.2,56.34,52.31,4.03,,,
Umm Al Hatam,seagrass,Abu Dhabi,2,11.5-14.5,3,,3.952,11.89,10.91,0.98,,0.119,0.109,0.010,,1.542,0.183,0.168,0.015,0.550,0.505,0.045,5502.6,5048.0,454.6,55.03,50.48,4.55,,,
Umm Al Hatam,seagrass,Abu Dhabi,2,14.5-17.5,3,,4.308,11.90,10.64,1.26,,0.119,0.106,0.013,,1.512,0.180,0.161,0.019,0.540,0.483,0.057,5397.0,4827.3,569.7,53.97,48.27,5.70,,,
Umm Al Hatam,seagrass,Abu Dhabi,2,17.5-22,4.5,,4.291,11.83,10.70,1.12,,0.118,0.107,0.011,,1.824,0.216,0.195,0.020,0.970,0.878,0.092,9704.5,8783.0,921.5,97.05,87.83,9.22,,,
Umm Al Hatam,seagrass,Abu Dhabi,2,22-28,6,,3.968,11.83,10.84,0.99,,0.118,0.108,0.010,,1.430,0.169,0.155,0.014,1.015,0.931,0.085,10151.7,9305.7,846.0,101.52,93.06,8.46,,,
Umm Al Hatam,seagrass,Abu Dhabi,2,28-34,6,,3.785,11.37,11.04,0.34,,0.114,0.110,0.003,,1.542,0.175,0.170,0.005,1.052,1.021,0.031,10523.7,10209.6,314.0,105.24,102.10,3.14,,,
Umm Al Hatam,seagrass,Abu Dhabi,2,34-40,6,,3.786,11.43,10.89,0.55,,0.114,0.109,0.005,,1.452,0.166,0.158,0.008,0.996,0.949,0.048,9963.7,9487.5,476.2,99.64,94.87,4.76,,,
Umm Al Hatam,seagrass,Abu Dhabi,2,40-46,6,,3.467,11.39,11.07,0.32,,0.114,0.111,0.003,,1.537,0.175,0.170,0.005,1.050,1.021,0.029,10502.7,10208.0,294.7,105.03,102.08,2.95,,,
Umm Al Hatam,seagrass,Abu Dhabi,2,46-52,6,,3.470,11.39,10.92,0.47,,0.114,0.109,0.005,,1.368,0.156,0.149,0.006,0.935,0.897,0.038,9349.6,8965.3,384.3,93.50,89.65,3.84,,,
Sila peninsula,seagrass,Abu Dhabi,1,0-3.5,3.5,43,3.347,10.77,10.19,0.58,,0.108,0.102,0.006,,1.134,0.122,0.116,0.007,0.428,0.404,0.023,4275.1,4044.9,230.2,42.75,40.45,2.30,,,
Sila peninsula,seagrass,Abu Dhabi,1,3.5-6.5,3,,3.254,10.42,10.10,0.32,,0.104,0.101,0.003,,1.367,0.142,0.138,0.004,0.427,0.414,0.013,4271.6,4139.6,132.0,42.72,41.40,1.32,,,
Sila peninsula,seagrass,Abu Dhabi,1,6.5-9.5,3,,4.400,10.45,9.91,0.55,,0.105,0.099,0.005,,1.345,0.141,0.133,0.007,0.422,0.400,0.022,4218.5,3998.0,220.5,42.19,39.98,2.20,,,
Sila peninsula,seagrass,Abu Dhabi,1,9.5-12.5,3,,4.340,10.77,10.03,0.74,,0.108,0.100,0.007,,1.378,0.148,0.138,0.010,0.445,0.415,0.031,4452.7,4147.3,305.4,44.53,41.47,3.05,,,
Sila peninsula,seagrass,Abu Dhabi,1,12.5-15.5,3,,3.818,10.67,10.25,0.42,,0.107,0.103,0.004,,1.557,0.166,0.160,0.007,0.498,0.479,0.020,4982.6,4786.5,196.1,49.83,47.86,1.96,,,
Sila peninsula,seagrass,Abu Dhabi,1,15.5-18.5,3,,3.051,10.62,10.07,0.55,,0.106,0.101,0.006,,1.505,0.160,0.151,0.008,0.479,0.454,0.025,4791.9,4543.4,248.6,47.92,45.43,2.49,,,
Sila peninsula,seagrass,Abu Dhabi,1,18.5-21.5,3,,2.652,10.58,10.57,0.01,,0.106,0.106,0.000,,1.459,0.154,0.154,0.000,0.463,0.463,0.000,4633.3,4628.7,4.6,46.33,46.29,0.05,,,
Sila peninsula,seagrass,Abu Dhabi,1,21.5-24.5,3,,2.763,10.74,10.57,0.17,,0.107,0.106,0.002,,1.504,0.161,0.159,0.002,0.484,0.477,0.007,4844.6,4769.6,75.0,48.45,47.70,0.75,,,
Sila peninsula,seagrass,Abu Dhabi,1,24.5-27.5,3,,3.094,10.61,10.37,0.24,,0.106,0.104,0.002,,1.520,0.161,0.158,0.004,0.484,0.473,0.011,4840.1,4730.7,109.4,48.40,47.31,1.09,,,
Sila peninsula,seagrass,Abu Dhabi,1,27.5-30.5,3,,3.318,10.40,10.27,0.13,,0.104,0.103,0.001,,1.703,0.177,0.175,0.002,0.531,0.525,0.007,5313.0,5246.6,66.3,53.13,52.47,0.66,,,
Sila peninsula,seagrass,Abu Dhabi,1,30.5-33.5,3,,3.387,10.94,9.69,0.12,,0.109,0.097,0.001,,1.550,0.169,0.150,0.002,0.508,0.451,0.006,5085.0,4506.7,57.8,50.85,45.07,0.58,,,
Sila peninsula,seagrass,Abu Dhabi,1,33.5-36.5,3,,3.194,10.54,10.31,0.24,,0.105,0.103,0.002,,1.550,0.163,0.160,0.004,0.490,0.479,0.011,4904.3,4794.7,109.6,49.04,47.95,1.10,,,
Sila peninsula,seagrass,Abu Dhabi,1,36.5-39.5,3,,3.357,11.51,10.31,0.12,,0.115,0.103,0.001,,1.532,0.176,0.158,0.002,0.529,0.474,0.006,5293.5,4740.0,55.4,52.94,47.40,0.55,,,
Sila peninsula,seagrass,Abu Dhabi,1,39.5-42.5,0,,,,,0.590,,,,0.006,,1.532,0.176,0.158,0.002,0.529,0.474,0.006,5293.5,4740.0,55.4,52.94,47.40,0.55,used data from sample above,,
Sila peninsula,seagrass,Abu Dhabi,2,0-2.5,2.5,19,3.183,10.34,10.20,0.14,,0.103,0.102,0.001,,1.033,0.107,0.105,0.001,0.267,0.263,0.003,2668.2,2633.2,34.9,26.68,26.33,0.35,,,
Sila peninsula,seagrass,Abu Dhabi,2,2.5-5.5,3,,3.864,10.87,10.19,0.68,,0.109,0.102,0.007,,1.211,0.132,0.123,0.008,0.395,0.370,0.025,3948.7,3700.5,248.2,39.49,37.01,2.48,,,
Sila peninsula,seagrass,Abu Dhabi,2,5.5-8.5,3,,3.705,10.76,10.11,0.65,,0.108,0.101,0.007,,1.338,0.144,0.135,0.009,0.432,0.406,0.026,4320.3,4058.1,262.2,43.20,40.58,2.62,,,
Sila peninsula,seagrass,Abu Dhabi,2,8.5-12.5,4,,3.479,10.82,10.29,0.53,,0.108,0.103,0.005,,1.400,0.152,0.144,0.007,0.606,0.576,0.030,6061.0,5762.0,299.0,60.61,57.62,2.99,,,
Sila peninsula,seagrass,Abu Dhabi,2,12.5-15.5,3,,3.409,10.95,10.19,0.76,,0.110,0.102,0.008,,1.442,0.158,0.147,0.011,0.474,0.441,0.033,4737.5,4406.9,330.6,47.37,44.07,3.31,,,
Sila peninsula,seagrass,Abu Dhabi,2,15.5-18.5,3,,3.277,10.77,10.40,0.37,,0.108,0.104,0.004,,1.508,0.162,0.157,0.006,0.487,0.471,0.017,4873.7,4707.1,166.6,48.74,47.07,1.67,,,
