"[Abbreviations: ID, identification; cm, centimeter; µm, micron; Φ, phi particle size scale; %, percent; Dx, x% of particles are finer than reported value]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sample/Core ID,"Depth
 (cm)","Sediment Texture 
(Folk, 1954)",Averaged Sample Runs,"Mean Grain Size 
(µm)","Mean Grain Size 
Standard Deviation
(µm)","Sorting 
(µm)","Sorting
 Standard Deviation 
(µm)","Skewness
 (µm)","Skewness 
Standard Deviation 
(µm)","Kurtosis 
(µm)","Kurtosis
 Standard Deviation 
(µm)","Mean Grain Size 
(Φ)","Mean Grain Size 
Standard Deviation 
(Φ)","Sorting 
(Φ)","Sorting 
Standard Deviation 
(Φ)","Skewness 
(Φ)","Skewness
 Standard Deviation 
(Φ)","Kurtosis
(Φ)","Kurtosis 
Standard Deviation 
(Φ)","Mean Grain Size 
(Descriptive)","Sorting
(Descriptive)","Skewness 
(Descriptive)","Kurtosis 
(Descriptive)","D10 
(µm)","D10 
Standard Deviation
 (µm)","D50 
(µm)","D50 
Standard Deviation 
(µm)","D90 
(µm)","D90 
Standard Deviation 
(µm)","Sand 
(%)","Sand 
Standard Deviation 
(%)","Mud 
(%)","Mud 
Standard Deviation 
(%)","Very Coarse Sand 
(%)","Coarse Sand
(%)","Medium Sand 
(%)","Fine Sand 
(%)","Very Fine Sand 
(%)","Very Coarse Silt 
(%)","Coarse Silt 
(%)","Medium Silt 
(%)","Fine Silt 
(%)","Very Fine Silt 
(%)","Clay 
(%)",,,,,,,
16CCT03-GB233M,20-21,Sandy Mud,N=8,30.95,0.70,4.871,0.021,-0.497,0.004,1.142,0.009,5.014,0.033,2.284,0.006,0.497,0.004,1.142,0.009,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,1.94,0.04,52.08,0.81,144.80,3.68,43.2,0.7,56.8,0.7,0.0,0.6,1.7,11.6,29.3,20.4,10.5,6.5,4.8,4.6,10.0,,,,,,,
16CCT03-GB233M,21-22,Sandy Mud,N=8,31.32,0.20,4.805,0.041,-0.400,0.008,1.123,0.015,4.997,0.009,2.264,0.012,0.400,0.008,1.123,0.015,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,2.35,0.04,46.85,0.50,157.62,1.91,40.2,0.4,59.8,0.4,0.0,1.1,2.9,11.0,25.3,20.5,12.2,8.0,5.7,4.7,8.8,,,,,,,
16CCT03-GB233M,22-23,Sandy Mud,N=8,27.18,0.68,5.168,0.085,-0.329,0.012,1.073,0.008,5.202,0.036,2.369,0.024,0.329,0.012,1.073,0.008,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,1.99,0.04,39.07,0.66,162.55,9.66,35.4,0.7,64.6,0.7,0.1,1.2,3.6,9.5,21.1,20.4,13.6,9.1,6.5,5.1,9.9,,,,,,,
16CCT03-GB233M,23-24,Sandy Mud,N=8,26.85,0.45,5.260,0.030,-0.307,0.004,1.065,0.005,5.219,0.024,2.395,0.008,0.307,0.004,1.065,0.005,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,1.93,0.02,37.69,0.47,169.48,5.46,35.0,0.5,65.0,0.5,0.0,0.7,4.5,9.7,20.2,19.8,14.0,9.5,6.6,5.0,10.1,,,,,,,
16CCT03-GB233M,24-25.5,Sandy Mud,N=8,19.99,1.40,5.716,0.038,-0.326,0.030,0.908,0.037,5.648,0.101,2.515,0.010,0.326,0.030,0.908,0.037,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,1.39,0.02,30.71,3.32,137.00,8.37,30.9,1.8,69.1,1.8,0.0,0.5,2.6,8.4,19.4,18.7,13.4,9.6,7.5,6.3,13.5,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16CCT03-GB234M,0-1,Muddy Sand,N=8,63.07,2.29,2.525,0.087,-0.323,0.031,1.885,0.043,3.988,0.052,1.335,0.050,0.323,0.031,1.885,0.043,Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic,16.88,1.81,67.65,1.18,145.64,4.25,55.5,1.3,44.5,1.3,0.0,0.1,0.4,14.5,40.5,28.1,6.9,2.9,1.6,1.4,3.6,,,,,,,
16CCT03-GB234M,1-2,Sandy Mud,N=8,50.40,0.14,2.870,0.012,-0.416,0.002,1.849,0.006,4.310,0.004,1.521,0.006,0.416,0.002,1.849,0.006,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,9.67,0.18,59.07,0.31,126.10,1.07,46.4,0.3,53.6,0.3,0.0,0.0,0.2,10.1,36.1,30.7,9.7,4.2,2.3,2.1,4.6,,,,,,,
16CCT03-GB234M,2-3,Sandy Mud,N=8,47.58,0.37,3.040,0.041,-0.433,0.004,1.832,0.005,4.394,0.011,1.604,0.020,0.433,0.004,1.832,0.005,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,7.58,0.41,57.23,0.08,124.89,0.91,44.5,0.1,55.5,0.1,0.0,0.0,0.1,9.8,34.6,30.8,10.1,4.4,2.5,2.3,5.3,,,,,,,
16CCT03-GB234M,3-4,Sandy Mud,N=8,54.97,1.37,2.809,0.038,-0.371,0.013,1.941,0.009,4.186,0.036,1.490,0.020,0.371,0.013,1.941,0.009,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,11.53,0.88,61.55,0.91,136.12,3.03,49.0,1.0,51.0,1.0,0.0,0.1,0.5,11.8,36.6,30.6,8.6,3.5,2.0,2.0,4.4,,,,,,,
16CCT03-GB234M,4-5,Muddy Sand,N=8,63.96,1.21,2.696,0.065,-0.288,0.020,1.891,0.039,3.967,0.027,1.430,0.035,0.288,0.020,1.891,0.039,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,16.61,1.57,67.56,0.50,160.25,2.33,55.0,0.5,45.0,0.5,0.0,0.5,2.0,14.8,37.7,28.2,7.1,2.7,1.6,1.7,3.7,,,,,,,
16CCT03-GB234M,5-6,Muddy Sand,N=8,68.85,0.41,2.588,0.061,-0.268,0.012,1.775,0.051,3.860,0.009,1.372,0.034,0.268,0.012,1.775,0.051,Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic,19.11,0.86,72.20,0.16,169.87,0.51,59.0,0.2,41.0,0.2,0.0,0.5,2.5,16.9,39.1,25.7,6.5,2.5,1.4,1.5,3.3,,,,,,,
16CCT03-GB234M,6-7,Muddy Sand,N=8,70.07,0.24,2.590,0.058,-0.271,0.009,1.789,0.037,3.835,0.005,1.373,0.032,0.271,0.009,1.789,0.037,Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic,19.70,0.85,73.40,0.05,171.93,1.14,60.0,0.1,40.0,0.1,0.0,0.5,2.5,17.5,39.5,25.1,6.3,2.4,1.4,1.5,3.3,,,,,,,
16CCT03-GB234M,7-8,Muddy Sand,N=8,69.82,0.19,2.716,0.032,-0.288,0.004,1.782,0.016,3.840,0.004,1.441,0.017,0.288,0.004,1.782,0.016,Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic,17.47,0.37,73.95,0.08,177.17,1.13,60.0,0.1,40.0,0.1,0.0,0.5,2.7,18.5,38.3,24.1,6.5,2.7,1.6,1.6,3.5,,,,,,,
16CCT03-GB234M,8-9,Muddy Sand,N=8,58.07,0.85,3.067,0.044,-0.366,0.005,1.787,0.004,4.106,0.021,1.617,0.021,0.366,0.005,1.787,0.004,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,10.05,0.63,66.61,0.54,161.76,0.49,53.6,0.5,46.4,0.5,0.0,0.5,1.8,15.4,35.8,25.5,8.2,3.8,2.3,2.1,4.4,,,,,,,
16CCT03-GB234M,9-10,Muddy Sand,N=8,55.75,0.21,3.186,0.026,-0.380,0.003,1.760,0.007,4.165,0.006,1.672,0.012,0.380,0.003,1.760,0.007,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.64,0.26,65.22,0.07,160.33,0.78,52.4,0.1,47.6,0.1,0.0,0.5,1.8,15.2,34.9,25.6,8.5,4.0,2.5,2.2,4.8,,,,,,,
16CCT03-GB234M,10-11,Muddy Sand,N=8,52.70,0.81,3.342,0.028,-0.395,0.006,1.703,0.012,4.246,0.022,1.741,0.012,0.395,0.006,1.703,0.012,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,7.07,0.33,63.56,0.49,159.90,1.48,50.9,0.4,49.1,0.4,0.0,0.5,1.9,14.8,33.7,25.3,8.9,4.4,2.8,2.5,5.2,,,,,,,
16CCT03-GB234M,11-12,Muddy Sand,N=8,55.07,0.77,3.248,0.030,-0.381,0.003,1.761,0.006,4.183,0.020,1.700,0.013,0.381,0.003,1.761,0.006,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.01,0.30,64.95,0.69,162.04,0.43,52.1,0.6,47.9,0.6,0.0,0.5,2.0,15.1,34.5,25.5,8.5,4.1,2.6,2.4,4.9,,,,,,,
16CCT03-GB234M,12-13,Muddy Sand,N=8,51.93,0.43,3.445,0.012,-0.403,0.007,1.676,0.005,4.267,0.012,1.785,0.005,0.403,0.007,1.676,0.005,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,5.75,0.19,64.22,0.14,164.29,2.18,51.4,0.1,48.6,0.1,0.0,0.4,2.2,15.3,33.5,24.5,8.4,4.2,3.1,3.1,5.2,,,,,,,
16CCT03-GB234M,13-14,Muddy Sand,N=8,59.14,0.93,3.440,0.025,-0.349,0.004,1.694,0.006,4.080,0.023,1.783,0.011,0.349,0.004,1.694,0.006,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,7.44,0.47,68.85,0.71,189.42,1.85,54.9,0.5,45.1,0.5,0.0,0.5,4.1,17.7,32.6,23.3,7.8,3.8,2.7,2.7,4.9,,,,,,,
16CCT03-GB234M,14-15,Muddy Sand,N=8,68.15,1.09,3.495,0.026,-0.318,0.002,1.643,0.005,3.875,0.023,1.805,0.011,0.318,0.002,1.643,0.005,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.90,0.57,76.98,0.96,221.36,2.91,59.8,0.6,40.2,0.6,0.0,1.0,6.4,20.9,31.6,20.4,6.9,3.4,2.5,2.5,4.5,,,,,,,
16CCT03-GB234M,15-16,Muddy Sand,N=8,71.05,1.83,3.198,0.015,-0.329,0.013,1.664,0.014,3.815,0.037,1.677,0.007,0.329,0.013,1.664,0.014,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,12.06,0.38,79.59,1.38,208.90,8.17,61.7,0.7,38.3,0.7,0.0,0.7,5.3,21.8,33.9,20.0,6.8,3.4,2.1,1.9,4.1,,,,,,,
16CCT03-GB234M,16-17,Muddy Sand,N=8,65.57,2.24,3.124,0.032,-0.318,0.014,1.737,0.003,3.932,0.049,1.643,0.015,0.318,0.014,1.737,0.003,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,11.54,0.98,72.41,1.53,188.52,5.88,57.8,1.1,42.2,1.1,0.0,0.7,3.9,18.7,34.5,23.3,7.2,3.4,2.2,2.0,4.2,,,,,,,
16CCT03-GB234M,17-18,Muddy Sand,N=8,66.37,1.06,3.065,0.018,-0.321,0.007,1.743,0.008,3.913,0.023,1.616,0.009,0.321,0.007,1.743,0.008,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,12.21,0.38,73.08,0.81,186.08,3.78,58.3,0.6,41.7,0.6,0.0,0.7,3.6,19.0,35.1,23.2,7.1,3.3,2.1,1.9,4.1,,,,,,,
16CCT03-GB234M,18-19,Muddy Sand,N=8,61.60,0.48,3.173,0.020,-0.342,0.005,1.782,0.006,4.021,0.011,1.666,0.009,0.342,0.005,1.782,0.006,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,9.89,0.39,69.42,0.30,177.24,1.28,55.7,0.2,44.3,0.2,0.0,0.8,3.0,17.1,34.7,24.3,7.5,3.5,2.3,2.2,4.6,,,,,,,
16CCT03-GB234M,19-20,Muddy Sand,N=8,64.24,1.60,3.382,0.037,-0.326,0.009,1.647,0.014,3.961,0.036,1.758,0.016,0.326,0.009,1.647,0.014,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,9.58,0.69,72.71,1.17,201.26,4.06,57.3,0.7,42.7,0.7,0.0,0.7,4.9,19.7,32.0,22.2,7.7,3.7,2.4,2.2,4.6,,,,,,,
16CCT03-GB234M,20-21,Muddy Sand,N=8,71.05,3.47,3.468,0.012,-0.314,0.011,1.590,0.016,3.817,0.071,1.794,0.005,0.314,0.011,1.590,0.016,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,10.66,0.71,80.45,3.08,231.35,12.56,61.2,1.5,38.8,1.5,0.0,1.0,7.4,22.0,30.9,19.4,7.1,3.7,2.3,2.0,4.3,,,,,,,
16CCT03-GB234M,21-22,Muddy Sand,N=8,73.85,0.49,3.451,0.028,-0.315,0.006,1.607,0.010,3.759,0.010,1.787,0.012,0.315,0.006,1.607,0.010,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,11.04,0.39,83.42,0.14,238.02,1.16,62.7,0.1,37.3,0.1,0.0,1.0,7.9,22.7,31.0,18.7,6.7,3.5,2.2,2.0,4.2,,,,,,,
16CCT03-GB234M,22-23,Muddy Sand,N=8,80.69,1.15,3.223,0.049,-0.352,0.006,1.682,0.011,3.632,0.021,1.688,0.022,0.352,0.006,1.682,0.011,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,13.74,0.58,93.04,1.38,234.59,4.92,67.4,0.4,32.6,0.4,0.0,1.2,7.4,25.8,32.9,16.0,5.9,3.0,2.0,1.9,3.8,,,,,,,
16CCT03-GB234M,23-24,Muddy Sand,N=8,85.26,1.09,3.227,0.042,-0.374,0.011,1.686,0.008,3.552,0.018,1.690,0.019,0.374,0.011,1.686,0.008,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,14.03,0.82,99.75,0.61,244.17,5.53,69.7,0.3,30.3,0.3,0.0,1.2,8.3,28.5,31.8,14.2,5.5,2.9,2.0,2.0,3.7,,,,,,,
16CCT03-GB234M,24-25,Muddy Sand,N=8,88.68,2.91,2.955,0.050,-0.399,0.007,1.664,0.018,3.496,0.047,1.563,0.024,0.399,0.007,1.664,0.018,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,17.00,1.11,103.58,3.03,229.28,6.70,71.8,1.0,28.2,1.0,0.0,0.8,6.8,31.6,32.5,13.5,5.2,2.8,1.7,1.7,3.4,,,,,,,
16CCT03-GB234M,25-26,Muddy Sand,N=8,78.71,1.15,3.027,0.047,-0.389,0.003,1.627,0.008,3.668,0.021,1.598,0.022,0.389,0.003,1.627,0.008,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,14.44,0.72,91.39,0.89,208.65,0.86,66.9,0.6,33.1,0.6,0.0,0.8,4.8,27.5,33.8,16.7,6.0,3.1,1.9,1.8,3.7,,,,,,,
16CCT03-GB234M,26-27,Muddy Sand,N=8,60.45,0.13,3.160,0.007,-0.343,0.003,1.721,0.003,4.048,0.003,1.660,0.003,0.343,0.003,1.721,0.003,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,9.92,0.11,68.32,0.08,174.52,0.50,54.8,0.1,45.2,0.1,0.0,0.7,2.6,17.7,33.9,24.7,7.8,3.8,2.4,2.1,4.4,,,,,,,
16CCT03-GB234M,27-28,Muddy Sand,N=8,61.94,0.84,3.163,0.016,-0.322,0.004,1.734,0.031,4.013,0.019,1.661,0.007,0.322,0.004,1.734,0.031,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,10.49,0.17,68.84,0.87,181.18,3.86,55.2,0.6,44.8,0.6,0.0,0.6,3.2,17.7,33.6,24.7,7.7,3.7,2.3,2.0,4.4,,,,,,,
16CCT03-GB234M,28-29,Muddy Sand,N=8,55.66,2.33,3.313,0.033,-0.356,0.021,1.771,0.011,4.169,0.060,1.728,0.014,0.356,0.021,1.771,0.011,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,7.84,0.88,64.40,1.30,170.16,7.04,51.7,1.1,48.3,1.1,0.0,0.5,2.6,15.6,32.9,26.0,8.3,4.0,2.6,2.4,5.0,,,,,,,
16CCT03-GB234M,29-30,Muddy Sand,N=8,58.56,0.71,3.126,0.007,-0.324,0.007,1.879,0.006,4.094,0.017,1.644,0.003,0.324,0.007,1.879,0.006,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,9.94,0.27,65.21,0.38,171.47,2.44,52.6,0.3,47.4,0.3,0.0,0.6,2.8,14.9,34.2,26.9,7.8,3.7,2.3,2.1,4.5,,,,,,,
16CCT03-GB234M,30-31,Muddy Sand,N=8,57.41,1.83,3.487,0.056,-0.346,0.016,1.691,0.037,4.123,0.046,1.802,0.023,0.346,0.016,1.691,0.037,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,6.76,1.00,66.85,0.57,186.20,2.59,53.5,0.5,46.5,0.5,0.0,0.5,3.7,17.7,31.6,24.2,7.8,3.8,2.8,2.8,5.0,,,,,,,
16CCT03-GB234M,31-32,Muddy Sand,N=8,57.10,0.91,3.530,0.073,-0.306,0.008,1.738,0.005,4.131,0.023,1.819,0.030,0.306,0.008,1.738,0.005,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,7.53,0.68,64.50,0.25,194.17,1.26,51.7,0.2,48.3,0.2,0.0,0.7,4.6,16.0,30.4,25.7,8.3,4.1,2.7,2.4,5.1,,,,,,,
16CCT03-GB234M,32-33,Sandy Mud,N=8,53.43,1.50,3.207,0.086,-0.353,0.011,1.993,0.051,4.227,0.041,1.681,0.039,0.353,0.011,1.993,0.051,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,7.44,1.02,61.57,0.59,160.92,1.47,49.0,0.6,51.0,0.6,0.0,0.6,2.5,12.5,33.4,29.2,7.9,3.7,2.6,2.6,5.0,,,,,,,
16CCT03-GB234M,33-34,Sandy Mud,N=8,50.21,0.68,2.873,0.026,-0.434,0.009,2.114,0.008,4.316,0.020,1.522,0.013,0.434,0.009,2.114,0.008,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.32,0.47,59.29,0.29,122.37,1.69,46.2,0.4,53.8,0.4,0.0,0.0,0.3,9.1,36.7,32.4,8.0,3.7,2.4,2.4,4.9,,,,,,,
16CCT03-GB234M,34-35,Sandy Mud,N=8,53.49,0.65,2.709,0.030,-0.420,0.011,2.224,0.006,4.225,0.018,1.438,0.016,0.420,0.011,2.224,0.006,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,10.16,0.84,61.05,0.16,121.34,1.10,48.2,0.2,51.8,0.2,0.0,0.0,0.2,9.0,38.9,32.5,7.1,3.2,2.2,2.2,4.5,,,,,,,
16CCT03-GB234M,35-36,Sandy Mud,N=8,51.23,1.17,3.177,0.075,-0.394,0.012,1.867,0.017,4.287,0.033,1.667,0.034,0.394,0.012,1.867,0.017,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,7.41,0.87,60.96,0.33,147.98,0.76,48.5,0.3,51.5,0.3,0.0,0.2,1.6,12.5,34.2,28.6,8.5,4.2,2.7,2.5,5.1,,,,,,,
16CCT03-GB234M,36-37,Sandy Mud,N=8,49.26,0.15,3.549,0.014,-0.379,0.003,1.655,0.007,4.343,0.004,1.827,0.006,0.379,0.003,1.655,0.007,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,5.99,0.10,60.37,0.11,165.54,0.98,48.1,0.1,51.9,0.1,0.0,0.6,2.5,14.0,31.0,26.1,9.5,4.9,3.1,2.7,5.5,,,,,,,
16CCT03-GB234M,37-38,Sandy Mud,N=8,48.42,0.64,3.633,0.039,-0.375,0.006,1.624,0.007,4.368,0.019,1.861,0.015,0.375,0.006,1.624,0.007,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,5.63,0.32,59.78,0.33,168.02,1.22,47.7,0.3,52.3,0.3,0.0,0.6,3.0,13.7,30.4,25.8,9.8,5.0,3.2,2.8,5.7,,,,,,,
16CCT03-GB234M,38-39,Muddy Sand,N=8,61.52,2.82,4.043,0.114,-0.242,0.023,1.512,0.007,4.024,0.066,2.015,0.041,0.242,0.023,1.512,0.007,Very Coarse Silt,Very Poorly Sorted,Fine Skewed,Very Leptokurtic,6.99,1.18,67.49,1.01,259.35,6.97,53.6,0.7,46.4,0.7,0.0,1.2,9.5,16.6,26.2,22.9,8.5,4.4,2.9,2.6,5.1,,,,,,,
16CCT03-GB234M,39-40,Muddy Sand,N=8,67.57,3.13,4.112,0.064,-0.199,0.004,1.416,0.003,3.889,0.067,2.040,0.023,0.199,0.004,1.416,0.003,Very Fine Sand,Very Poorly Sorted,Fine Skewed,Leptokurtic,8.08,0.66,70.09,2.62,296.02,7.52,55.0,1.6,45.0,1.6,0.0,1.4,12.6,16.6,24.5,22.3,8.4,4.3,2.7,2.3,4.8,,,,,,,
16CCT03-GB234M,40-41,Sandy Mud,N=8,44.02,1.46,3.841,0.073,-0.373,0.007,1.597,0.053,4.506,0.048,1.941,0.027,0.373,0.007,1.597,0.053,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,4.48,0.32,56.44,0.41,168.09,2.03,44.7,0.3,55.3,0.3,0.0,1.1,3.2,12.0,28.4,26.9,10.1,5.2,3.7,3.4,6.0,,,,,,,
16CCT03-GB234M,41-42,Sandy Mud,N=7,41.28,1.01,3.721,0.056,-0.429,0.006,1.574,0.038,4.599,0.035,1.896,0.022,0.429,0.006,1.574,0.038,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,3.98,0.24,55.35,0.31,147.65,1.24,43.4,0.3,56.6,0.3,0.0,0.5,1.4,11.9,29.6,27.8,10.0,5.0,3.8,3.7,6.2,,,,,,,
16CCT03-GB234M,42-43,Sandy Mud,N=7,42.12,1.57,3.498,0.035,-0.439,0.014,1.634,0.052,4.570,0.054,1.806,0.015,0.439,0.014,1.634,0.052,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,4.48,0.29,55.28,0.58,137.43,3.29,43.0,0.6,57.0,0.6,0.0,0.1,0.7,11.4,30.8,29.0,10.1,4.9,3.7,3.5,5.9,,,,,,,
16CCT03-GB234M,43-44,Sandy Mud,N=7,38.58,1.26,3.647,0.041,-0.453,0.011,1.529,0.043,4.697,0.047,1.867,0.016,0.453,0.011,1.529,0.043,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,3.83,0.15,52.95,0.57,133.06,3.26,40.9,0.5,59.1,0.5,0.0,0.1,0.5,10.8,29.5,28.9,10.7,5.3,4.1,3.9,6.2,,,,,,,
16CCT03-GB234M,44-45,Sandy Mud,N=7,40.85,1.06,3.613,0.042,-0.426,0.012,1.616,0.026,4.614,0.037,1.853,0.017,0.426,0.012,1.616,0.026,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,4.29,0.33,53.48,0.54,139.21,3.66,41.4,0.5,58.6,0.5,0.0,0.7,1.2,10.4,29.1,29.1,10.9,5.5,3.5,3.2,6.4,,,,,,,
16CCT03-GB234M,45-46,Sandy Mud,N=8,40.96,0.98,3.631,0.073,-0.428,0.006,1.607,0.029,4.610,0.034,1.860,0.029,0.428,0.006,1.607,0.029,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,4.29,0.34,53.80,0.39,140.38,0.83,41.8,0.3,58.2,0.3,0.0,0.6,1.2,10.6,29.3,28.8,10.8,5.5,3.6,3.2,6.4,,,,,,,
16CCT03-GB234M,46-47,Sandy Mud,N=8,47.51,2.04,3.656,0.053,-0.400,0.017,1.591,0.021,4.397,0.062,1.870,0.021,0.400,0.017,1.591,0.021,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,4.89,0.41,59.89,1.22,162.90,8.09,47.8,1.1,52.2,1.1,0.0,0.7,1.7,15.0,30.4,25.7,9.4,4.8,3.3,3.2,5.9,,,,,,,
16CCT03-GB234M,47-48,Sandy Mud,N=8,46.92,0.99,3.738,0.057,-0.383,0.006,1.540,0.027,4.414,0.030,1.902,0.022,0.383,0.006,1.540,0.027,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,4.78,0.43,58.84,0.30,168.02,1.63,47.0,0.2,53.0,0.2,0.0,0.7,2.1,15.2,29.0,25.5,9.9,5.0,3.4,3.2,5.9,,,,,,,
16CCT03-GB234M,48-49,Sandy Mud,N=8,46.77,0.66,3.822,0.049,-0.362,0.005,1.543,0.014,4.418,0.020,1.934,0.018,0.362,0.005,1.543,0.014,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,4.80,0.34,57.80,0.62,174.05,2.85,46.2,0.5,53.8,0.5,0.0,0.8,2.9,14.7,27.8,25.8,10.3,5.3,3.3,3.0,6.1,,,,,,,
16CCT03-GB234M,49-50,Sandy Mud,N=8,40.71,2.21,4.017,0.060,-0.392,0.011,1.421,0.078,4.621,0.078,2.006,0.022,0.392,0.011,1.421,0.078,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,3.81,0.20,54.00,1.44,162.15,4.67,43.0,1.1,57.0,1.1,0.0,0.7,2.4,13.0,26.9,25.7,10.8,6.1,4.1,3.5,6.6,,,,,,,
16CCT03-GB234M,50-51,Sandy Mud,N=8,40.19,0.89,3.928,0.016,-0.405,0.006,1.439,0.006,4.637,0.032,1.974,0.006,0.405,0.006,1.439,0.006,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,3.82,0.11,53.48,0.76,155.42,4.20,42.5,0.7,57.5,0.7,0.0,0.4,2.0,12.6,27.4,26.1,11.3,6.1,4.0,3.4,6.7,,,,,,,
16CCT03-GB234M,51-52,Sandy Mud,N=8,36.95,0.62,4.065,0.063,-0.440,0.004,1.410,0.016,4.758,0.024,2.023,0.022,0.440,0.004,1.410,0.016,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,3.21,0.16,52.67,0.18,148.19,1.52,41.5,0.2,58.5,0.2,0.0,0.4,2.3,10.8,28.1,25.9,11.0,6.3,4.3,3.8,7.3,,,,,,,
16CCT03-GB234M,52-53,Sandy Mud,N=7,37.82,1.29,4.133,0.036,-0.393,0.007,1.396,0.045,4.726,0.049,2.047,0.012,0.393,0.007,1.396,0.045,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,3.39,0.08,51.87,0.53,161.07,1.79,41.2,0.4,58.8,0.4,0.0,0.5,2.4,12.8,25.4,26.7,11.0,5.6,4.6,4.4,6.5,,,,,,,
16CCT03-GB234M,53-54,Sandy Mud,N=8,37.23,0.68,3.920,0.053,-0.405,0.010,1.461,0.009,4.748,0.026,1.971,0.020,0.405,0.010,1.461,0.009,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,3.38,0.14,49.71,0.32,144.84,4.32,38.7,0.4,61.3,0.4,0.0,0.4,1.2,11.6,25.5,28.4,12.0,6.1,4.0,3.6,7.1,,,,,,,
