study_id,site_id,core_id,Class,Sedimentar
Matsui_1998,NM98 T15,M0047,Estuary,Terrigenous
Matsui_1998,NM98 T16,M0048,Estuary,Terrigenous
Matsui_1998,NM98 T17,M0049,Estuary,Terrigenous
Matsui_1998,NM98 T18,M0050,Estuary,Terrigenous
Matsui_1998,NM98 T19,M0051,Estuary,Terrigenous
Matsui_1998,NM98 T20,M0052,Estuary,Terrigenous
Matsui_1998,NM98 P01S01,M0053,Estuary,Terrigenous
Matsui_1998,NM98 P01S03,M0054,Estuary,Terrigenous
Matsui_1998,NM98 P02S01,M0055,Estuary,Terrigenous
Matsui_1998,NM98 P02SO3,M0056,Estuary,Terrigenous
Matsui_1998,NM98 P03S01,M0057,Estuary,Terrigenous
Matsui_1998,NM98 P03S02,M0058,Estuary,Terrigenous
Matsui_1998,NM98 P03S03,M0059,Estuary,Terrigenous
Matsui_1998,NM98 P04S01,M0060,Estuary,Terrigenous
Matsui_1998,NM98 P04S02,M0061,Estuary,Terrigenous
Matsui_1998,NM98 P04S03,M0062,Estuary,Terrigenous
Matsui_1998,NM98 P05S01,M0063,Estuary,Terrigenous
Matsui_1998,NM98 P05S02,M0064,Estuary,Terrigenous
Matsui_1998,NM98 P05S03,M0065,Estuary,Terrigenous
Matsui_1998,NM98 P06S01,M0066,Estuary,Terrigenous
Matsui_1998,NM98 P06S02,M0067,Estuary,Terrigenous
Matsui_1998,NM98 P06S03,M0068,Estuary,Terrigenous
McFadden_et_al_2016,TNM16 Rookery,M0375,Estuary,Terrigenous
McFadden_et_al_2016,TNM16 Control,M0376,Estuary,Terrigenous
Mfilinge_et_al_2002,PLM02 St 1,M0674,OpenCoast,Terrigenous
Mfilinge_et_al_2002,PLM02 St 2,M0675,OpenCoast,Terrigenous
Middelburg_et_al_1996,JJM96 RM,M0678,OpenCoast,Terrigenous
Middelburg_et_al_1996,JJM96 RK,M0679,OpenCoast,Terrigenous
Middelburg_et_al_1996,JJM96 RJ,M0680,OpenCoast,Terrigenous
Middelburg_et_al_1996,JJM96 RL,M0681,OpenCoast,Terrigenous
Middelburg_et_al_1996,JJM96 CA,M0682,OpenCoast,Terrigenous
Middelburg_et_al_1996,JJM96 CB,M0683,OpenCoast,Terrigenous
Middelburg_et_al_1996,JJM96 CC,M0684,OpenCoast,Terrigenous
Middelburg_et_al_1996,JJM96 AR,M0685,OpenCoast,Terrigenous
Middelburg_et_al_1996,JJM96 AS,M0686,OpenCoast,Terrigenous
Middelburg_et_al_1996,JJM96 BX,M0687,OpenCoast,Terrigenous
Middelburg_et_al_1996,JJM96 SI,M0688,OpenCoast,Terrigenous
Middelburg_et_al_1996,JJM96 SII,M0689,OpenCoast,Terrigenous
Moreno_and_Calderon_2011,ANMM11 Averaged,M1336,OpenCoast,Carbonate
Morrissette_et_al_2023,Hicks Caye,Hicks Caye_1_1_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Hicks Caye,Hicks Caye_1_2_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Hicks Caye,Hicks Caye_1_3_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Hicks Caye,Hicks Caye_1_4_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Hicks Caye,Hicks Caye_1_5_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Hicks Caye,Hicks Caye_1_6_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_1_1_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_1_2_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_1_3_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_1_4_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_1_5_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_1_6_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_1_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_2_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_3_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_4_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_5_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Drowned Caye,Drowned Caye_2_6_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Shipstern Lagoon,Shipstern Lagoon_1_1_mangrove,Lagoon,Terrigenous
Morrissette_et_al_2023,Shipstern Lagoon,Shipstern Lagoon_1_2_mangrove,Lagoon,Terrigenous
Morrissette_et_al_2023,Shipstern Lagoon,Shipstern Lagoon_1_3_mangrove,Lagoon,Terrigenous
Morrissette_et_al_2023,Shipstern Lagoon,Shipstern Lagoon_1_4_mangrove,Lagoon,Terrigenous
Morrissette_et_al_2023,Shipstern Lagoon,Shipstern Lagoon_1_5_mangrove,Lagoon,Terrigenous
Morrissette_et_al_2023,Shipstern Lagoon,Shipstern Lagoon_1_6_mangrove,Lagoon,Terrigenous
Morrissette_et_al_2023,Shipstern Lagoon,Shipstern Lagoon_2_1_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Shipstern Lagoon,Shipstern Lagoon_2_2_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Shipstern Lagoon,Shipstern Lagoon_2_3_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Shipstern Lagoon,Shipstern Lagoon_2_4_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Shipstern Lagoon,Shipstern Lagoon_2_5_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Shipstern Lagoon,Shipstern Lagoon_2_6_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,New River,New River_1_5_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,New River,New River_1_6_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_1_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_2_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_3_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_4_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_5_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_1_6_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_2_1_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_2_2_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_2_3_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_2_4_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_2_5_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Gra Gra Lagoon,Gra Gra Lagoon_2_6_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Channel Caye,Channel Caye_1_1_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Channel Caye,Channel Caye_1_2_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Channel Caye,Channel Caye_1_3_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Channel Caye,Channel Caye_1_4_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Channel Caye,Channel Caye_1_5_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Channel Caye,Channel Caye_1_6_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Channel Caye,Channel Caye_2_1_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Channel Caye,Channel Caye_2_2_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Channel Caye,Channel Caye_2_3_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Channel Caye,Channel Caye_2_4_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Channel Caye,Channel Caye_2_5_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Channel Caye,Channel Caye_2_6_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Big Creek,Big Creek_1_1_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Big Creek,Big Creek_1_2_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Big Creek,Big Creek_1_3_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Big Creek,Big Creek_1_4_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Big Creek,Big Creek_1_5_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Big Creek,Big Creek_1_6_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Big Creek,Big Creek_2_1_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Big Creek,Big Creek_2_2_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Big Creek,Big Creek_2_3_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Big Creek,Big Creek_2_4_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Big Creek,Big Creek_2_5_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Big Creek,Big Creek_2_6_mangrove,Lagoon,Carbonate
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_1_1_mangrove,Estuary,Terrigenous
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_1_2_mangrove,Estuary,Terrigenous
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_1_3_mangrove,Estuary,Terrigenous
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_1_4_mangrove,Estuary,Terrigenous
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_1_5_mangrove,Estuary,Terrigenous
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_2_1_mangrove,Estuary,Terrigenous
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_2_2_mangrove,Estuary,Terrigenous
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_2_3_mangrove,Estuary,Terrigenous
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_2_4_mangrove,Estuary,Terrigenous
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_2_5_mangrove,Estuary,Terrigenous
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_2_6_mangrove,Estuary,Terrigenous
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_1_2_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_1_3_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_1_4_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_1_5_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_1_6_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_2_1_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_2_2_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_2_3_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_2_4_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_2_5_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_2_6_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_1_1_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_1_2_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_1_3_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_1_5_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_1_6_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_2_1_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_2_2_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_2_3_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_2_4_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_2_5_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_2_6_mangrove,OpenCoast,Carbonate
Morrissette_et_al_2023,Channel Caye,Channel Caye_S_1_seagrass,OpenCoast,Carbonate
Morrissette_et_al_2023,Channel Caye,Channel Caye_S_2_seagrass,OpenCoast,Carbonate
Murdiyarso_et_al_2015,DM15 Sembilang,M0347,Estuary,Terrigenous
Murdiyarso_et_al_2015,DM15 Teminabuan,M0352,Estuary,Terrigenous
Murdiyarso_et_al_2015,DM15 Bintuni,M0353,Estuary,Terrigenous
Murdiyarso_et_al_2015,DM15 Timika,M0354,Delta,Terrigenous
MX_edaf_puntos,141,M1680,OpenCoast,Terrigenous
MX_edaf_puntos,2085,M1681,Lagoon,Terrigenous
MX_edaf_puntos,4005,M1682,Lagoon,Terrigenous
MX_edaf_puntos,30080,M1683,OpenCoast,Terrigenous
MX_edaf_puntos,30083,M1684,Lagoon,Carbonate
MX_edaf_puntos,36215,M1686,Lagoon,Carbonate
MX_edaf_puntos,38109,M1687,Delta,Terrigenous
MX_perfilv12,102005_F1412,M1691,Lagoon,Carbonate
MX_perfilv12,104002_F150912,M1692,Lagoon,Carbonate
MX_perfilv12,110054_F1607,M1695,Lagoon,Carbonate
MX_perfilv12,2085_D1502,M1696,Lagoon,Terrigenous
MX_perfilv12,4005_D1505,M1697,Lagoon,Terrigenous
MX_perfilv12,41_D1403,M1698,OpenCoast,Terrigenous
MX_perfilv12,56013_E160205,M1699,Lagoon,Carbonate
MX_perfilv12,56027_E160205,M1700,Lagoon,Carbonate
MX_perfilv12,78013_F1308,M1702,Estuary,Terrigenous
MX_perfilv12,86046_F140306,M1705,Estuary,Terrigenous
Nahlik_and_Fennessy_2016,NWCA11-1348,NWCA11-1348-4964,OpenCoast,Terrigenous
Nahlik_and_Fennessy_2016,NWCA11-1363,NWCA11-1363-4967,OpenCoast,Terrigenous
Nahlik_and_Fennessy_2016,NWCA11-1239,NWCA11-1239-5381,Lagoon,Terrigenous
Nahlik_and_Fennessy_2016,NWCA11-1249,NWCA11-1249-5384,Lagoon,Terrigenous
Nahlik_and_Fennessy_2016,NWCA11-R073,NWCA11-R073-5679,Lagoon,Terrigenous
Nahlik_and_Fennessy_2016,NWCA11-3062,NWCA11-3062-5807,Lagoon,Terrigenous
Naidoo_1980,GN80 Bruguiera gymnorrhiza 2,M1296,Estuary,Terrigenous
Naidoo_1980,GN80 Bruguiera gymnorrhiza 3,M1297,Estuary,Terrigenous
Nam_et_al_2016,CG.1.13 Plot 1,M1590,Delta,Terrigenous
Nam_et_al_2016,CG.1.13 Plot 2,M1591,Delta,Terrigenous
Nam_et_al_2016,CG.1.13 Plot 3,M1592,Delta,Terrigenous
Nam_et_al_2016,CG.1.13 Plot 4,M1593,Delta,Terrigenous
Nam_et_al_2016,CG.1.13 Plot 5,M1594,Delta,Terrigenous
Nam_et_al_2016,CG.1.13 Plot 6,M1595,Delta,Terrigenous
Nam_et_al_2016,CG.1.14 Plot 1,M1596,Delta,Terrigenous
Nam_et_al_2016,CG.1.14 Plot 2,M1597,Delta,Terrigenous
Nam_et_al_2016,CG.1.14 Plot 3,M1598,Delta,Terrigenous
Nam_et_al_2016,CG.1.14 Plot 4,M1599,Delta,Terrigenous
Nam_et_al_2016,CG.1.14 Plot 5,M1600,Delta,Terrigenous
Nam_et_al_2016,CG.1.14 Plot 6,M1601,Delta,Terrigenous
Nam_et_al_2016,CG.2.13 Plot 1,M1602,Delta,Terrigenous
Nam_et_al_2016,CG.2.13 Plot 2,M1603,Delta,Terrigenous
Nam_et_al_2016,CG.2.13 Plot 3,M1604,Delta,Terrigenous
Nam_et_al_2016,CG.2.13 Plot 4,M1605,Delta,Terrigenous
Nam_et_al_2016,CG.2.13 Plot 5,M1606,Delta,Terrigenous
Nam_et_al_2016,CG.2.13 Plot 6,M1607,Delta,Terrigenous
Nam_et_al_2016,CG.2.14 Plot 1,M1608,Delta,Terrigenous
Nam_et_al_2016,CG.2.14 Plot 2,M1609,Delta,Terrigenous
Nam_et_al_2016,CG.2.14 Plot 5,M1612,Delta,Terrigenous
Nam_et_al_2016,CG.2.14 Plot 6,M1613,Delta,Terrigenous
Nam_et_al_2016,CG.3.13 Plot 1,M1614,Delta,Terrigenous
Nam_et_al_2016,CG.3.13 Plot 3,M1616,Delta,Terrigenous
Nam_et_al_2016,CG.3.13 Plot 4,M1617,Delta,Terrigenous
Nam_et_al_2016,CG.3.13 Plot 5,M1618,Delta,Terrigenous
Nam_et_al_2016,CG.3.13 Plot 6,M1619,Delta,Terrigenous
Nam_et_al_2016,CG.3.14 Plot 1,M1620,Delta,Terrigenous
Nam_et_al_2016,CG.3.14 Plot 2,M1621,Delta,Terrigenous
Nam_et_al_2016,CG.3.14 Plot 3,M1622,Delta,Terrigenous
Nam_et_al_2016,CG.3.14 Plot 4,M1623,Delta,Terrigenous
Nam_et_al_2016,CG.3.14 Plot 5,M1624,Delta,Terrigenous
Nam_et_al_2016,CG.3.14 Plot 6,M1625,Delta,Terrigenous
Nam_et_al_2016,KV.1.18 Plot 1,M1626,Delta,Terrigenous
Nam_et_al_2016,KV.1.18 Plot 2,M1627,Delta,Terrigenous
Nam_et_al_2016,KV.1.18 Plot 3,M1628,Delta,Terrigenous
Nam_et_al_2016,KV.1.18 Plot 4,M1629,Delta,Terrigenous
Nam_et_al_2016,KV.1.18 Plot 5,M1630,Delta,Terrigenous
Nam_et_al_2016,KV.1.18 Plot 6,M1631,Delta,Terrigenous
Nam_et_al_2016,KV.1.19 Plot 1,M1632,Delta,Terrigenous
Nam_et_al_2016,KV.1.19 Plot 2,M1633,Delta,Terrigenous
Nam_et_al_2016,KV.1.19 Plot 3,M1634,Delta,Terrigenous
Nam_et_al_2016,KV.1.19 Plot 4,M1635,Delta,Terrigenous
Nam_et_al_2016,KV.1.19 Plot 5,M1636,Delta,Terrigenous
Nam_et_al_2016,KV.1.19 Plot 6,M1637,Delta,Terrigenous
Nam_et_al_2016,KV.1.20 Plot 1,M1638,Delta,Terrigenous
Nam_et_al_2016,KV.1.20 Plot 2,M1639,Delta,Terrigenous
Nam_et_al_2016,KV.1.20 Plot 3,M1640,Delta,Terrigenous
Nam_et_al_2016,KV.1.20 Plot 4,M1641,Delta,Terrigenous
Nam_et_al_2016,KV.1.20 Plot 5,M1642,Delta,Terrigenous
Nam_et_al_2016,KV.1.20 Plot 6,M1643,Delta,Terrigenous
Nam_et_al_2016,KV.2.18 Plot 1,M1644,Delta,Terrigenous
Nam_et_al_2016,KV.2.18 Plot 2,M1645,Delta,Terrigenous
Nam_et_al_2016,KV.2.18 Plot 3,M1646,Delta,Terrigenous
Nam_et_al_2016,KV.2.18 Plot 4,M1647,Delta,Terrigenous
Nam_et_al_2016,KV.2.18 Plot 5,M1648,Delta,Terrigenous
Nam_et_al_2016,KV.2.18 Plot 6,M1649,Delta,Terrigenous
Nam_et_al_2016,KV.2.19 Plot 1,M1650,Delta,Terrigenous
Nam_et_al_2016,KV.2.19 Plot 2,M1651,Delta,Terrigenous
Nam_et_al_2016,KV.2.19 Plot 3,M1652,Delta,Terrigenous
Nam_et_al_2016,KV.2.19 Plot 4,M1653,Delta,Terrigenous
Nam_et_al_2016,KV.2.19 Plot 5,M1654,Delta,Terrigenous
Nam_et_al_2016,KV.2.19 Plot 6,M1655,Delta,Terrigenous
Nam_et_al_2016,KV.2.20 Plot 1,M1656,Delta,Terrigenous
Nam_et_al_2016,KV.2.20 Plot 2,M1657,Delta,Terrigenous
Nam_et_al_2016,KV.2.20 Plot 3,M1658,Delta,Terrigenous
Nam_et_al_2016,KV.2.20 Plot 4,M1659,Delta,Terrigenous
Nam_et_al_2016,KV.2.20 Plot 5,M1660,Delta,Terrigenous
Nam_et_al_2016,KV.2.20 Plot 6,M1661,Delta,Terrigenous
Nam_et_al_2016,KV.3.18 Plot 1,M1662,Delta,Terrigenous
Nam_et_al_2016,KV.3.18 Plot 2,M1663,Delta,Terrigenous
Nam_et_al_2016,KV.3.18 Plot 3,M1664,Delta,Terrigenous
Nam_et_al_2016,KV.3.18 Plot 4,M1665,Delta,Terrigenous
Nam_et_al_2016,KV.3.18 Plot 5,M1666,Delta,Terrigenous
Nam_et_al_2016,KV.3.18 Plot 6,M1667,Delta,Terrigenous
Nam_et_al_2016,KV.3.19 Plot 1,M1668,Delta,Terrigenous
Nam_et_al_2016,KV.3.19 Plot 2,M1669,Delta,Terrigenous
Nam_et_al_2016,KV.3.19 Plot 3,M1670,Delta,Terrigenous
Nam_et_al_2016,KV.3.19 Plot 4,M1671,Delta,Terrigenous
Nam_et_al_2016,KV.3.19 Plot 5,M1672,Delta,Terrigenous
Nam_et_al_2016,KV.3.19 Plot 6,M1673,Delta,Terrigenous
Nam_et_al_2016,KV.3.20 Plot 1,M1674,Delta,Terrigenous
Nam_et_al_2016,KV.3.20 Plot 2,M1675,Delta,Terrigenous
Nam_et_al_2016,KV.3.20 Plot 3,M1676,Delta,Terrigenous
Nam_et_al_2016,KV.3.20 Plot 4,M1677,Delta,Terrigenous
Nam_et_al_2016,KV.3.20 Plot 6,M1679,Delta,Terrigenous
NCSS,C1512W04,M1710,Lagoon,Terrigenous
NCSS,Q3 #1,M1732,OpenCoast,Carbonate
NCSS,S1977-FL071-S36_005,M1735,OpenCoast,Terrigenous
NCSS,S1977-FL071-S36_006,M1736,OpenCoast,Carbonate
NCSS,S1978-FL015-S08_005,M1737,Estuary,Terrigenous
NCSS,S1988-FL087-S44_003,M1739,OpenCoast,Terrigenous
NCSS,S1988-FL087-S44_004,M1740,Lagoon,Terrigenous
Nsombo_et_al_2016,ENN16 Tran1Well1,M0537,Delta,Terrigenous
Nsombo_et_al_2016,ENN16 Tran1Well2,M0538,Delta,Terrigenous
Nsombo_et_al_2016,ENN16 Tran1Well3,M0539,Delta,Terrigenous
Nsombo_et_al_2016,ENN16 Tran2Well2,M0541,Delta,Terrigenous
Nsombo_et_al_2016,ENN16 Tran2Well3,M0542,Delta,Terrigenous
Nsombo_et_al_2016,ENN16 Tran2Well1,M0540,Delta,Terrigenous
Okeefe-Suttles_et_al_2021_FL,Weedon Island,FL_WI,Estuary,Terrigenous
Osland_et_al_2012,MJO12 Robinson Preserve,M0331,Estuary,Terrigenous
Osland_et_al_2012,MJO12 Emerson Point,M0332,Estuary,Terrigenous
Osland_et_al_2012,MJO12 South Cockroach Bay,M0334,Estuary,Terrigenous
Osland_et_al_2012,MJO12 Bishop Harbor,M0336,Estuary,Terrigenous
Osland_et_al_2012,MJO12 Wolf Branch,M0337,Estuary,Terrigenous
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_41,Delta,Terrigenous
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_45,Delta,Terrigenous
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_46,Delta,Terrigenous
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_47,Delta,Terrigenous
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_48,Delta,Terrigenous
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_49,Delta,Terrigenous
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_53,Delta,Terrigenous
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_54,Delta,Terrigenous
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_55,Delta,Terrigenous
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_56,Delta,Terrigenous
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_57,Delta,Terrigenous
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_68,Delta,Terrigenous
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_69,Delta,Terrigenous
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_70,Delta,Terrigenous
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_71,Delta,Terrigenous
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_29,Lagoon,Terrigenous
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_31,Lagoon,Terrigenous
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_32,Lagoon,Terrigenous
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_33,Lagoon,Terrigenous
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_34,Lagoon,Terrigenous
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_37,Lagoon,Terrigenous
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_38,Lagoon,Terrigenous
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_39,Lagoon,Terrigenous
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_40,Lagoon,Terrigenous
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_41,Lagoon,Terrigenous
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_42,Lagoon,Terrigenous
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_43,Lagoon,Terrigenous
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_44,Lagoon,Terrigenous
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_47,Lagoon,Terrigenous
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_48,Lagoon,Terrigenous
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_49,Lagoon,Terrigenous
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_50,Lagoon,Terrigenous
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_51,Lagoon,Terrigenous
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_52,Lagoon,Terrigenous
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_53,Lagoon,Terrigenous
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_58,Lagoon,Terrigenous
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_59,Lagoon,Terrigenous
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_60,Lagoon,Terrigenous
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_61,Lagoon,Terrigenous
Osland_et_al_2016,Tampa_Bay,tampa_bay_3,Estuary,Terrigenous
Osland_et_al_2016,Tampa_Bay,tampa_bay_4,Estuary,Terrigenous
Osland_et_al_2016,Tampa_Bay,tampa_bay_5,Estuary,Terrigenous
Osland_et_al_2016,Tampa_Bay,tampa_bay_6,Estuary,Terrigenous
