"","Source","Site_name","Core","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","SOM_perc","BD_reported_g_cm3","DOI"
"508","Gorham et al 2021","CG CO60","CO60","Saltmarsh",-32.642883,115.647017,"direct from dataset","1","Australia",2018,0.45,0.48,"EA",NA,NA,1.36,"https://doi.org/10.1007/s10021-020-00520-9"
"509","Gorham et al 2021","CG CO60","CO60","Saltmarsh",-32.642883,115.647017,"direct from dataset","1","Australia",2018,0.6,0.63,"EA",NA,NA,1.39,"https://doi.org/10.1007/s10021-020-00520-9"
"510","Gorham et al 2021","CG CO60","CO60","Saltmarsh",-32.642883,115.647017,"direct from dataset","1","Australia",2018,0.75,0.78,"EA",NA,NA,1.41,"https://doi.org/10.1007/s10021-020-00520-9"
"511","Gorham et al 2021","CG CO60","CO60","Saltmarsh",-32.642883,115.647017,"direct from dataset","1","Australia",2018,0.9,0.93,"EA",NA,NA,1.44,"https://doi.org/10.1007/s10021-020-00520-9"
"512","Gorham et al 2021","CG CO60","CO60","Saltmarsh",-32.642883,115.647017,"direct from dataset","1","Australia",2018,1.05,1.08,"EA",NA,NA,1.38,"https://doi.org/10.1007/s10021-020-00520-9"
"513","Gorham et al 2021","CG CO61","CO61","Saltmarsh",-32.028613,115.901072,"direct from dataset","1","Australia",2018,0,0.03,"EA",NA,NA,0.12,"https://doi.org/10.1007/s10021-020-00520-9"
"514","Gorham et al 2021","CG CO61","CO61","Saltmarsh",-32.028613,115.901072,"direct from dataset","1","Australia",2018,0.15,0.18,"EA",NA,NA,0.12,"https://doi.org/10.1007/s10021-020-00520-9"
"515","Gorham et al 2021","CG CO61","CO61","Saltmarsh",-32.028613,115.901072,"direct from dataset","1","Australia",2018,0.3,0.33,"EA",NA,NA,0.25,"https://doi.org/10.1007/s10021-020-00520-9"
"516","Gorham et al 2021","CG CO61","CO61","Saltmarsh",-32.028613,115.901072,"direct from dataset","1","Australia",2018,0.45,0.48,"EA",NA,NA,0.6,"https://doi.org/10.1007/s10021-020-00520-9"
"517","Gorham et al 2021","CG CO61","CO61","Saltmarsh",-32.028613,115.901072,"direct from dataset","1","Australia",2018,0.6,0.63,"EA",NA,NA,1.36,"https://doi.org/10.1007/s10021-020-00520-9"
"518","Gorham et al 2021","CG CO61","CO61","Saltmarsh",-32.028613,115.901072,"direct from dataset","1","Australia",2018,0.75,0.78,"EA",NA,NA,0.71,"https://doi.org/10.1007/s10021-020-00520-9"
"519","Gorham et al 2021","CG CO61","CO61","Saltmarsh",-32.028613,115.901072,"direct from dataset","1","Australia",2018,0.9,0.93,"EA",NA,NA,0.79,"https://doi.org/10.1007/s10021-020-00520-9"
"520","Gorham et al 2021","CG CO61","CO61","Saltmarsh",-32.028613,115.901072,"direct from dataset","1","Australia",2018,1.05,1.08,"EA",NA,NA,0.5,"https://doi.org/10.1007/s10021-020-00520-9"
"521","Gorham et al 2021","CG CO62","CO62","Saltmarsh",-33.302017,115.690567,"direct from dataset","1","Australia",2018,0,0.03,"EA",NA,NA,0.58,"https://doi.org/10.1007/s10021-020-00520-9"
"522","Gorham et al 2021","CG CO62","CO62","Saltmarsh",-33.302017,115.690567,"direct from dataset","1","Australia",2018,0.15,0.18,"EA",NA,NA,0.62,"https://doi.org/10.1007/s10021-020-00520-9"
"523","Gorham et al 2021","CG CO62","CO62","Saltmarsh",-33.302017,115.690567,"direct from dataset","1","Australia",2018,0.3,0.33,"EA",NA,NA,0.73,"https://doi.org/10.1007/s10021-020-00520-9"
"524","Gorham et al 2021","CG CO62","CO62","Saltmarsh",-33.302017,115.690567,"direct from dataset","1","Australia",2018,0.45,0.48,"EA",NA,NA,1.86,"https://doi.org/10.1007/s10021-020-00520-9"
"525","Gorham et al 2021","CG CO62","CO62","Saltmarsh",-33.302017,115.690567,"direct from dataset","1","Australia",2018,0.6,0.63,"EA",NA,NA,1.27,"https://doi.org/10.1007/s10021-020-00520-9"
"526","Gorham et al 2021","CG CO62","CO62","Saltmarsh",-33.302017,115.690567,"direct from dataset","1","Australia",2018,0.75,0.78,"EA",NA,NA,1.3,"https://doi.org/10.1007/s10021-020-00520-9"
"527","Gorham et al 2021","CG CO62","CO62","Saltmarsh",-33.302017,115.690567,"direct from dataset","1","Australia",2018,0.9,0.93,"EA",NA,NA,1.4,"https://doi.org/10.1007/s10021-020-00520-9"
"528","Gorham et al 2021","CG CO62","CO62","Saltmarsh",-33.302017,115.690567,"direct from dataset","1","Australia",2018,1.05,1.08,"EA",NA,NA,1.39,"https://doi.org/10.1007/s10021-020-00520-9"
"529","Gorham et al 2021","CG CO63","CO63","Saltmarsh",-33.301983,115.690383,"direct from dataset","1","Australia",2018,0,0.03,"EA",NA,NA,1.18,"https://doi.org/10.1007/s10021-020-00520-9"
"530","Gorham et al 2021","CG CO63","CO63","Saltmarsh",-33.301983,115.690383,"direct from dataset","1","Australia",2018,0.15,0.18,"EA",NA,NA,0.95,"https://doi.org/10.1007/s10021-020-00520-9"
"531","Gorham et al 2021","CG CO63","CO63","Saltmarsh",-33.301983,115.690383,"direct from dataset","1","Australia",2018,0.3,0.33,"EA",NA,NA,1.31,"https://doi.org/10.1007/s10021-020-00520-9"
"532","Gorham et al 2021","CG CO63","CO63","Saltmarsh",-33.301983,115.690383,"direct from dataset","1","Australia",2018,0.45,0.48,"EA",NA,NA,1.44,"https://doi.org/10.1007/s10021-020-00520-9"
"533","Gorham et al 2021","CG CO63","CO63","Saltmarsh",-33.301983,115.690383,"direct from dataset","1","Australia",2018,0.6,0.63,"EA",NA,NA,1.47,"https://doi.org/10.1007/s10021-020-00520-9"
"534","Gorham et al 2021","CG CO63","CO63","Saltmarsh",-33.301983,115.690383,"direct from dataset","1","Australia",2018,0.75,0.78,"EA",NA,NA,1.35,"https://doi.org/10.1007/s10021-020-00520-9"
"535","Gorham et al 2021","CG CO63","CO63","Saltmarsh",-33.301983,115.690383,"direct from dataset","1","Australia",2018,0.9,0.93,"EA",NA,NA,1.25,"https://doi.org/10.1007/s10021-020-00520-9"
"536","Gorham et al 2021","CG CO63","CO63","Saltmarsh",-33.301983,115.690383,"direct from dataset","1","Australia",2018,1.05,1.08,"EA",NA,NA,1.39,"https://doi.org/10.1007/s10021-020-00520-9"
"537","Gorham et al 2021","CG CO64","CO64","Saltmarsh",-33.300217,115.679433,"direct from dataset","1","Australia",2018,0,0.03,"EA",NA,NA,1.26,"https://doi.org/10.1007/s10021-020-00520-9"
"538","Gorham et al 2021","CG CO64","CO64","Saltmarsh",-33.300217,115.679433,"direct from dataset","1","Australia",2018,0.15,0.18,"EA",NA,NA,1.21,"https://doi.org/10.1007/s10021-020-00520-9"
"539","Gorham et al 2021","CG CO64","CO64","Saltmarsh",-33.300217,115.679433,"direct from dataset","1","Australia",2018,0.3,0.33,"EA",NA,NA,1.44,"https://doi.org/10.1007/s10021-020-00520-9"
"540","Gorham et al 2021","CG CO64","CO64","Saltmarsh",-33.300217,115.679433,"direct from dataset","1","Australia",2018,0.45,0.48,"EA",NA,NA,1.57,"https://doi.org/10.1007/s10021-020-00520-9"
"541","Gorham et al 2021","CG CO64","CO64","Saltmarsh",-33.300217,115.679433,"direct from dataset","1","Australia",2018,0.6,0.63,"EA",NA,NA,1.07,"https://doi.org/10.1007/s10021-020-00520-9"
"542","Gorham et al 2021","CG CO64","CO64","Saltmarsh",-33.300217,115.679433,"direct from dataset","1","Australia",2018,0.75,0.78,"EA",NA,NA,1.26,"https://doi.org/10.1007/s10021-020-00520-9"
"543","Gorham et al 2021","CG CO64","CO64","Saltmarsh",-33.300217,115.679433,"direct from dataset","1","Australia",2018,0.9,0.93,"EA",NA,NA,1.44,"https://doi.org/10.1007/s10021-020-00520-9"
"544","Gorham et al 2021","CG CO64","CO64","Saltmarsh",-33.300217,115.679433,"direct from dataset","1","Australia",2018,1.05,1.08,"EA",NA,NA,1.3,"https://doi.org/10.1007/s10021-020-00520-9"
"545","Gorham et al 2021","CG CO65","CO65","Saltmarsh",-32.02629,115.812964,"direct from dataset","1","Australia",2018,0,0.03,"EA",NA,NA,0.3,"https://doi.org/10.1007/s10021-020-00520-9"
"546","Gorham et al 2021","CG CO65","CO65","Saltmarsh",-32.02629,115.812964,"direct from dataset","1","Australia",2018,0.15,0.18,"EA",NA,NA,0.32,"https://doi.org/10.1007/s10021-020-00520-9"
"547","Gorham et al 2021","CG CO65","CO65","Saltmarsh",-32.02629,115.812964,"direct from dataset","1","Australia",2018,0.3,0.33,"EA",NA,NA,0.71,"https://doi.org/10.1007/s10021-020-00520-9"
"548","Gorham et al 2021","CG CO65","CO65","Saltmarsh",-32.02629,115.812964,"direct from dataset","1","Australia",2018,0.45,0.48,"EA",NA,NA,0.05,"https://doi.org/10.1007/s10021-020-00520-9"
"549","Gorham et al 2021","CG CO65","CO65","Saltmarsh",-32.02629,115.812964,"direct from dataset","1","Australia",2018,0.6,0.63,"EA",NA,NA,1.58,"https://doi.org/10.1007/s10021-020-00520-9"
"550","Gorham et al 2021","CG CO65","CO65","Saltmarsh",-32.02629,115.812964,"direct from dataset","1","Australia",2018,0.75,0.78,"EA",NA,NA,0.93,"https://doi.org/10.1007/s10021-020-00520-9"
"551","Gorham et al 2021","CG CO65","CO65","Saltmarsh",-32.02629,115.812964,"direct from dataset","1","Australia",2018,0.9,0.93,"EA",NA,NA,1.01,"https://doi.org/10.1007/s10021-020-00520-9"
"552","Gorham et al 2021","CG CO65","CO65","Saltmarsh",-32.02629,115.812964,"direct from dataset","1","Australia",2018,1.05,1.08,"EA",NA,NA,1.19,"https://doi.org/10.1007/s10021-020-00520-9"
"553","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0,0.01,"EA",6.19,9.93,0.49,"https://doi.org/10.1007/s10021-020-00520-9"
"554","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.01,0.02,"EA",NA,NA,0.69,"https://doi.org/10.1007/s10021-020-00520-9"
"555","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.02,0.03,"EA",NA,NA,0.57,"https://doi.org/10.1007/s10021-020-00520-9"
"556","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.03,0.04,"EA",7.34,8.44,0.63,"https://doi.org/10.1007/s10021-020-00520-9"
"557","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.04,0.05,"EA",NA,NA,0.81,"https://doi.org/10.1007/s10021-020-00520-9"
"558","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.05,0.06,"EA",NA,NA,0.65,"https://doi.org/10.1007/s10021-020-00520-9"
"559","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.06,0.07,"EA",8.44,10.15,0.54,"https://doi.org/10.1007/s10021-020-00520-9"
"560","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.07,0.08,"EA",NA,NA,0.99,"https://doi.org/10.1007/s10021-020-00520-9"
"561","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.08,0.09,"EA",NA,NA,0.97,"https://doi.org/10.1007/s10021-020-00520-9"
"562","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.09,0.1,"EA",2.53,3.7,1.14,"https://doi.org/10.1007/s10021-020-00520-9"
"563","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.1,0.11,"EA",NA,NA,0.99,"https://doi.org/10.1007/s10021-020-00520-9"
"564","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.11,0.12,"EA",NA,NA,1.14,"https://doi.org/10.1007/s10021-020-00520-9"
"565","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.12,0.13,"EA",NA,NA,0.99,"https://doi.org/10.1007/s10021-020-00520-9"
"566","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.13,0.14,"EA",NA,NA,1.27,"https://doi.org/10.1007/s10021-020-00520-9"
"567","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.14,0.15,"EA",1.69,2.17,1.18,"https://doi.org/10.1007/s10021-020-00520-9"
"568","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.15,0.16,"EA",NA,NA,1.2,"https://doi.org/10.1007/s10021-020-00520-9"
"569","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.16,0.17,"EA",NA,NA,1.19,"https://doi.org/10.1007/s10021-020-00520-9"
"570","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.17,0.18,"EA",NA,NA,1.26,"https://doi.org/10.1007/s10021-020-00520-9"
"571","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.18,0.19,"EA",NA,NA,1.09,"https://doi.org/10.1007/s10021-020-00520-9"
"572","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.19,0.2,"EA",1.01,1.92,1.2,"https://doi.org/10.1007/s10021-020-00520-9"
"573","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.2,0.25,"EA",NA,NA,1.3,"https://doi.org/10.1007/s10021-020-00520-9"
"574","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.25,0.3,"EA",1.13,1.8,1.44,"https://doi.org/10.1007/s10021-020-00520-9"
"575","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.3,0.35,"EA",NA,NA,1.52,"https://doi.org/10.1007/s10021-020-00520-9"
"576","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.35,0.4,"EA",NA,NA,1.5,"https://doi.org/10.1007/s10021-020-00520-9"
"577","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.4,0.45,"EA",0.8,1.45,1.62,"https://doi.org/10.1007/s10021-020-00520-9"
"578","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.45,0.5,"EA",NA,NA,1.72,"https://doi.org/10.1007/s10021-020-00520-9"
"579","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.5,0.55,"EA",NA,NA,1.74,"https://doi.org/10.1007/s10021-020-00520-9"
"580","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.55,0.6,"EA",0.62,1.54,1.58,"https://doi.org/10.1007/s10021-020-00520-9"
"581","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.6,0.65,"EA",NA,NA,1.55,"https://doi.org/10.1007/s10021-020-00520-9"
"582","Gorham et al 2021","CG CO66","CO66","Saltmarsh",-34.99835,116.71065,"direct from dataset","1","Australia",2018,0.65,0.7,"EA",NA,NA,1.69,"https://doi.org/10.1007/s10021-020-00520-9"
"583","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0,0.01,"EA",1.66,6.19,0.76,"https://doi.org/10.1007/s10021-020-00520-9"
"584","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.01,0.02,"EA",NA,NA,0.75,"https://doi.org/10.1007/s10021-020-00520-9"
"585","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.02,0.03,"EA",NA,NA,0.8,"https://doi.org/10.1007/s10021-020-00520-9"
"586","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.03,0.04,"EA",3.02,10.72,0.97,"https://doi.org/10.1007/s10021-020-00520-9"
"587","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.04,0.05,"EA",NA,NA,0.76,"https://doi.org/10.1007/s10021-020-00520-9"
"588","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.05,0.06,"EA",NA,NA,0.89,"https://doi.org/10.1007/s10021-020-00520-9"
"589","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.06,0.07,"EA",3.41,6.37,0.89,"https://doi.org/10.1007/s10021-020-00520-9"
"590","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.07,0.08,"EA",NA,NA,0.92,"https://doi.org/10.1007/s10021-020-00520-9"
"591","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.08,0.09,"EA",NA,NA,1.04,"https://doi.org/10.1007/s10021-020-00520-9"
"592","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.09,0.1,"EA",3.06,4.69,1.19,"https://doi.org/10.1007/s10021-020-00520-9"
"593","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.1,0.11,"EA",NA,NA,0.9,"https://doi.org/10.1007/s10021-020-00520-9"
"594","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.11,0.12,"EA",NA,NA,0.99,"https://doi.org/10.1007/s10021-020-00520-9"
"595","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.12,0.13,"EA",NA,NA,1.14,"https://doi.org/10.1007/s10021-020-00520-9"
"596","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.13,0.14,"EA",NA,NA,0.99,"https://doi.org/10.1007/s10021-020-00520-9"
"597","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.14,0.15,"EA",NA,4.04,1.16,"https://doi.org/10.1007/s10021-020-00520-9"
"598","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.15,0.16,"EA",NA,NA,1.21,"https://doi.org/10.1007/s10021-020-00520-9"
"599","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.16,0.17,"EA",NA,NA,0.81,"https://doi.org/10.1007/s10021-020-00520-9"
"600","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.17,0.18,"EA",NA,NA,1.13,"https://doi.org/10.1007/s10021-020-00520-9"
"601","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.18,0.19,"EA",NA,NA,1.38,"https://doi.org/10.1007/s10021-020-00520-9"
"602","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.19,0.2,"EA",0.52,4.62,1.4,"https://doi.org/10.1007/s10021-020-00520-9"
"603","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.2,0.25,"EA",NA,NA,1.23,"https://doi.org/10.1007/s10021-020-00520-9"
"604","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.25,0.3,"EA",NA,4.12,1.25,"https://doi.org/10.1007/s10021-020-00520-9"
"605","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.3,0.35,"EA",NA,NA,1.21,"https://doi.org/10.1007/s10021-020-00520-9"
"606","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.35,0.4,"EA",NA,NA,1.23,"https://doi.org/10.1007/s10021-020-00520-9"
"607","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.4,0.45,"EA",NA,3.72,1.17,"https://doi.org/10.1007/s10021-020-00520-9"
"608","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.45,0.5,"EA",NA,NA,1.18,"https://doi.org/10.1007/s10021-020-00520-9"
"609","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.5,0.55,"EA",NA,NA,1.34,"https://doi.org/10.1007/s10021-020-00520-9"
"610","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.55,0.6,"EA",NA,3.82,1.32,"https://doi.org/10.1007/s10021-020-00520-9"
"611","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.6,0.65,"EA",NA,NA,1.37,"https://doi.org/10.1007/s10021-020-00520-9"
"612","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.65,0.7,"EA",NA,NA,1.39,"https://doi.org/10.1007/s10021-020-00520-9"
"613","Gorham et al 2021","CG CO67","CO67","Saltmarsh",-34.31794648,115.176492,"direct from dataset","1","Australia",2018,0.7,0.75,"EA",NA,NA,1.31,"https://doi.org/10.1007/s10021-020-00520-9"
