Study ID,Sample_ID,Country,Latitude,Longitude,LOI,OC,ecosystem
Hill_and_Anisfled_2015,AND,USA,NA,NA,18.33,7.94,saltmarsh
Hill_and_Anisfled_2015,CIC,USA,41.097,-73.3829,23.04,9.89,saltmarsh
Hill_and_Anisfled_2015,EBD,USA,NA,NA,30.34,14.32,saltmarsh
Hill_and_Anisfled_2015,GF,USA,41.1254,-73.3174,40.79,18.77,saltmarsh
Hill_and_Anisfled_2015,GPE,USA,41.2307,-73.064,33.01,15.15,saltmarsh
Hill_and_Anisfled_2015,HV1,USA,41.082,-73.4087,34.77,15.36,saltmarsh
Hill_and_Anisfled_2015,HV2,USA,41.082,-73.4087,27.94,12.11,saltmarsh
Hill_and_Anisfled_2015,HV4,USA,41.082,-73.4087,33.96,15.55,saltmarsh
Hill_and_Anisfled_2015,MC,USA,40.956,-73.7034,34.1,15.64,saltmarsh
Hill_and_Anisfled_2015,OC,USA,40.9487,-73.7326,33.28,15.25,saltmarsh
Hill_and_Anisfled_2015,PBA,USA,40.8655,-73.8092,49.5,23.73,saltmarsh
Hill_and_Anisfled_2015,PBB,USA,40.8655,-73.8092,40.93,19.47,saltmarsh
Hill_and_Anisfled_2015,SMC,USA,40.5795,74.1502,46.68,23.15,saltmarsh
Hill_and_Anisfled_2015,SPR,USA,NA,NA,36.13,18.32,saltmarsh
Hill_and_Anisfled_2015,SWD,USA,NA,NA,20.22,8.8,saltmarsh
Hill_and_Anisfled_2015,VCR,USA,41.1177,-73.4082,31.8,14.4,saltmarsh
Yando et al_2016,FL_1,USA,29.14,-83.03,34.47,9.14,saltmarsh
Yando et al_2016,FL_2,USA,29.14,-83.03,34.93,10.55,saltmarsh
Yando et al_2016,FL_3,USA,29.14,-83.03,22.99,6.56,saltmarsh
Yando et al_2016,LA_3,USA,29.11,-90.2,14.72,3.63,saltmarsh
Yando et al_2016,LA_4,USA,29.11,-90.2,13.68,2.86,saltmarsh
